tableA_id,tableA_Song_Name,tableA_Artist_Name,tableA_Album_Name,tableA_Genre,tableA_Price,tableA_CopyRight,tableA_Time,tableA_Released,tableB_id,tableB_Song_Name,tableB_Artist_Name,tableB_Album_Name,tableB_Genre,tableB_Price,tableB_CopyRight,tableB_Time,tableB_Released,label
6652,Long Live ( Instrumental With Background Vocals ),Taylor Swift,Taylor Swift Karaoke : Speak Now,"Country , Music , Rock , Contemporary Country , Honky Tonk",$ 1.29,"‰ ãÑ 2013 Big Machine Records , LLC .",5:17,5-Feb-13,26080,Roar,Kathy Mattea,Katy Perry and More,Country,$ 1.29,"( C ) 1985 Mercury Records , a Division of UMG Recordings , Inc.",3:43,nan,0
4655,Lucky Charm,Keith Urban,Fuse ( Deluxe Version ),"Country , Music",$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,3:06,10-Sep-13,30290,Masterpiece,Andy Grammer,Magazines Or Novels,Pop,$ 1.29,( C ) 2014 S-Curve Records,3:34,"August 5 , 2014",0
6069,Honeymoon,Lana Del Rey,Honeymoon,"Alternative , Music , Rock , Adult Alternative",$ 1.29,‰ ãÑ 2015 Polydor Ltd. ( UK ),5:50,18-Sep-15,23303,She Always Says It First,Kenny Chesney,I Will Stand,Country,$ 0.99,( C ) 2008 Beracah Records,2:53,"December 31 , 1995",0
1389,Human,Zedd & Nicky Romero,Spectrum EP,"Dance , Music , Electronic , House",$ 1.29,2012 Interscope Records,4:17,31-Jul-12,53857,Divide Us,Skarlett Riot,We Are the Brave [ Explicit ],"Hard Rock , Hard Rock & Metal , Rock",$ 1.29,( C ) 2015 Skarlett Riot,4:02,"February 16 , 2015",0
4192,Starry Eyed ( Live ),Ellie Goulding,iTunes Festival : London 2013 Š -- -- EP,"Pop , Music",$ 1.29,2013 Polydor Ltd. ( UK ),3:43,22-Oct-13,36773,Sinno Me Moro,Orchestra Maffei String Quartet,"Plays Acoustic Sounds : Cinematic I , Chamber Music , Vol . 7","Pop , Easy Listening",$ 0.99,( c ) 2010 Blue Music srl,2:27,"March 15 , 2010",0
2820,Star-Spangled Banner ( Bonus Track ),4Troops,Now That 's What I Call the U.S.A. ( The Patriotic Country Collection ),"Country , Music",Album Only,"Compilation 2010 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",2:24,15-Jun-10,30098,"Prelude op. 27,2",Inna Poroshina,Lyadov - A Piano Anthology ( Inna Poroshina ),Classical,$ 0.99,1995 ESSAY Recordings,1:35,"January 1 , 1995",0
955,Teardrops On My Guitar ( Pop Version ),Taylor Swift,Taylor Swift ( Bonus Track Version ),"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,24-Oct-06,31656,More Than Friends ( feat . Daddy Yankee ) [ Odd Remix ],Inna,More Than Friends ( feat . Daddy Yankee ),Dance & Electronic,$ 1.29,2013,5:46,"July 2 , 2013",0
590,I See Fire,Ed Sheeran,x ( Deluxe Edition ),"Singer/Songwriter , Music",Album Only,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",4:59,20-Jun-14,52238,Last But Not Least,Zac Brown Band,Uncaged,Country,$ 1.29,"2015 Black Doll , Inc. under exclusive license to BMG Rights Management ( US ) LLC",3:42,"July 6 , 2012",0
353,Lean On ( Moska Remix ) [ feat . M ' ... & DJ Snake ],Major Lazer,Lean On ( Remixes ) [ feat . M ' ... & DJ Snake ] - EP,"Electronic , Music",$ 1.29,2015 Mad Decent,4:07,10-Jul-15,28218,Chains of Love ( Live in Malmo ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,2:32,"July 2 , 2012",0
6179,Back To Black,BeyoncÌ © & AndrÌ © 3000,The Great Gatsby ( Music From Baz Luhrmann 's Film ),"Soundtrack , Music",Album Only,‰ ãÑ 2013 Interscope Records,3:21,7-May-13,38259,Record Collection,Mark Ronson & The Business Intl,Record Collection [ Explicit ],"Alternative Rock , Indie & Lo-Fi , Rock",$ 1.29,( p ) Hospital Records Limited,3:49,"September 24 , 2010",0
6425,Happily,One Direction,Midnight Memories ( Deluxe Edition ),"Pop , Music , Rock , Teen Pop , Pop/Rock , Dance",$ 1.29,‰ ãÑ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,2:55,25-Nov-13,31102,Happily,One Direction,Midnight Memories,Pop,$ 1.29,"( C ) 2014 Disney Enterprises , Inc.",2:55,"November 25 , 2013",1
6004,Worry B Gone,Willie Nelson & Kenny Chesney,Moment of Forever,"Country , Music , Rock , Traditional Country , Contemporary Country , Outlaw Country , Pop , Pop/Rock , Honky Tonk , Singer/Songwriter",$ 0.99,"‰ ãÑ 2008 UMG Recordings , Inc.",3:07,28-Jan-08,28313,"New York , New York ( Live in Glasgow Bonus Track )",Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,5:31,"July 2 , 2012",0
1637,45,Shinedown,Leave a Whisper,"Rock , Music , Hard Rock , Alternative",$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,4:09,27-May-03,48311,Whole Damn Year,Mary J. Blige,The London Sessions,R&B,$ 1.29,"( C ) 2014 Capitol Records , LLC",4:11,"December 2 , 2014",0
3947,It Girl,Jason Derulo,Future History ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance",$ 1.99,2011 Warner Bros. . Records Inc.,3:13,16-Sep-11,20848,Make Someone Happy ( Bonus - Pop Version - II ),Matisyahu,Happy Showtunes,"Holiday , Miscellaneous , Pop , Hanukkah",$ 0.89,2012 Fallen Sparks Records,3:09,nan,0
902,Producer Commentary ( Bonus ),Slakah the Beatchild,Soul Movement Vol . I,"R&B / Soul,Music,Hip-Hop / Rap , Rap , Soul , Alternative Rap,Neo-Soul",Album Only,2008 BBE,22:30,22-Sep-08,13698,Pump Pump,Snoop Doggy Dogg,Doggystyle,"Gangsta & Hardcore , Rap & Hip-Hop , West Coast",$ 0.99,( C ) 2001 Death Row Records,4:39,"March 13 , 2001",0
782,Nothing Like Us ( Bonus Track ),Justin Bieber,Believe Acoustic,"Pop , Music , Rock , Vocal , Teen Pop",$ 1.29,2013 The Island Def Jam Music Group,3:19,29-Jan-13,49924,Dora Farms,Danny Elfman,The Unknown Known ( Original Motion Picture Soundtrack ),Soundtracks,$ 0.99,2014 La-La Land Records,2:50,"April 4 , 2014",0
4981,One Blue Sky,Sugarland,"Beyond The Hits , Vol . 1","Country , Music",Album Only,‰ ãÑ 2011 TriPower,4:18,20-Dec-11,7710,Out Of The Blue,Elton John,Blue Moves,Pop,$ 1.29,( C ) 1976 Geffen Records,6:14,"April 3 , 2007",0
5494,Just Another Rider,Keb ' Mo ',All My Friends : Celebrating the Songs & Voice of Gregg Allman,"Rock , Music",$ 1.29,"‰ ãÑ 2014 Blackbird Production Partners , LLC . Under Exclusive License Rounder Records . Manufactured and Distributed by Concord Music Group , Inc.",6:32,6-May-14,40065,The Battle Is the Lord 's,Yolanda Adams,Save The World,"Gospel , Christian",$ 1.29,( C ) 2011 EMI Records Ltd under exclusive licence from Swedish House Mafia Holdings Ltd ( BVI ) This label copy information is the subject of copyright protection . All rights reserved . ( C ) 2011 EMI Records,4:24,"March 31 , 1997",0
836,6PM In New York,Drake,If You 're Reading This It 's Too Late,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",$ 1.29,2015 Cash Money Records Inc.,4:43,13-Feb-15,23706,6PM In New York [ Explicit ],Drake,If You 're Reading This It 's Too Late [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2015 Cash Money Records Inc.,4:43,"February 13 , 2015",1
5734,Angel,Florida Georgia Line,Anything Goes,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,"‰ ãÑ 2014 Big Machine Label Group , LLC",3:31,14-Oct-14,1147,Cautivo de Este Amor,Marc Anthony,3,"International , Latin Music",$ 1.29,"( C ) 2008 Universal Republic Records , a division of UMG Recordings , Inc.",3:40,"July 23 , 2013",0
6309,Sound Bang ( feat . Machel Montano ),Major Lazer,Apocalypse Soon - EP,"Electronic,Music,Dance,Rock,Hip-Hop / Rap , Rap , Reggae , Modern Dancehall",$ 1.29,‰ ãÑ 2014 Secretly Canadian,3:54,25-Feb-14,45114,Mysterious Ways,U2,The Best Of 1990-2000,Rock,$ 1.29,( C ) 2002 Universal International Music B.V.,4:03,"November 11 , 2002",0
3650,Little Me ( Unplugged ),Little Mix,Salute ( Deluxe Edition ),"Pop , Music",$ 1.29,2013 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,3:56,4-Feb-14,49853,Goodnight Then,Aaron Zigman,The Ugly Truth ( Original Motion Picture Soundtrack ),Soundtracks,$ 0.99,2009 Lakeshore Records,1:20,"June 30 , 2009",0
6635,How You Get the Girl,Taylor Swift,1989,"Pop , Music , Rock",$ 1.29,"‰ ãÑ 2014 Big Machine Records , LLC .",4:07,27-Oct-14,11334,Country As Me,Chase Rice,Country As Me,"Country , Rock",$ 0.99,2011 Artist Revolution,4:01,"March 8 , 2011",0
5985,Faith In Love,Reba McEntire & Rascal Flatts,Reba Duets,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2007 MCA Nashville , a Division of UMG Recordings , Inc.",3:47,18-Sep-07,28947,The Broken Arrow ( Feat . Angela Del Grande ),Ldx Production,Long Tracks ' 99 - '09,"Electronica , Dance & Electronic",$ 0.89,( C ) 2009 BigCdLdx22,11:02,nan,0
6837,Boom Clap,Charli XCX,"Now That 's What I Call Music , Vol . 53","Pop , Music",Album Only,"‰ ãÑ This compilation ( P ) 2015 UMG Recordings , Inc. and Sony Music Entertainment",2:47,3-Feb-15,26973,Hello There,Basshunter,nan,Dance & Electronic,$ 1.29,( C ) 2014 Capitol Records Ltd.,2:40,"July 23 , 2013",0
5885,You Gon na Fly,Keith Urban,Get Closer ( Deluxe Version ),"Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock",$ 1.29,"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37",3:36,22-Feb-11,19151,You Gon na Fly,Keith Urban,Get Closer ( Deluxe Version ),Country,$ 1.29,( C ) 2011 Hit Red Records under exclusive license to Capitol Records Nashville,3:36,"February 22 , 2011",1
4524,Track 13,One Direction,Made In the A.M.,"Pop , Music",Album Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,--,nan,26694,The Way I Loved You,Selena Gomez & The Scene,Kiss & Tell,Pop,$ 1.29,"( C ) 2009 Hollywood Records , Inc.",3:33,"September 29 , 2009",0
4078,Twenty Eight,The Weeknd,House of Balloons,"R&B / Soul , Music , Contemporary R&B , Rock",$ 1.29,"2015 The Weeknd XO , Inc.",4:18,17-Feb-15,52738,Tell Me a Lie,One Direction,Up All Night,Pop,$ 1.29,( c ) 2009 Epidemic Recordings,3:15,"March 13 , 2012",0
5909,But For the Grace of God,Keith Urban,Greatest Hits ( Deluxe Edition ),"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",3:44,8-Jan-08,34044,I Just Wan na F. ( feat . Timbaland & Dev ) [ Explicit ],David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:23,"August 26 , 2011",0
3933,Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ],Jason Derulo,Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] - Single,"Pop , Music , Dance , R&B / Soul , Contemporary R&B , Rock",$ 1.29,2014 Warner Bros. . Records Inc.,4:07,5-May-14,28636,Promised Land,Elvis Presley,Live In Las Vegas,Pop,$ 1.29,2013 Host Creative,5:01,"July 9 , 2001",0
5781,Same Ol' Situation ( S.O.S. ),Big & Rich,Nashville Outlaws : A Tribute to MÌ ¦ tley CrÌ_e,"Country , Music",$ 1.29,"‰ ãÑ 2014 Big Machine Records , LLC .",4:22,19-Aug-14,723,Mansion,Calvin Harris,18 Months [ Explicit ],Dance & Electronic,$ 1.29,( C ) 1995 Mercury Records Limited,2:07,"October 30 , 2012",0
2245,Mr. Music ( Instrumental ),Tori Kelly,Mr. Music - Single,"Pop , Music",$ 0.99,2011 Toraay Records,3:33,23-Aug-11,27503,Lacerated,Shinedown,Leave A Whisper ( Deluxe ),Rock,$ 1.29,2015 Mad Decent,3:58,"May 27 , 2003",0
6468,So What,P!NK,Funhouse ( Deluxe Version ),"Pop , Music , Pop/Rock , Dance , R&B / Soul",$ 0.69,‰ ãÑ 2008 LaFace Records LLC,3:35,28-Oct-08,47189,Worry,Quiet Child,The Ever Present Shadow,"Hard Rock & Metal , Rock",$ 0.99,2015 Quiet Child,10:08,"September 18 , 2015",0
5709,Ha ( feat . Brisco & 4 Mill ) [ Bonus Track ],Flo Rida,R.O.O.T.S. ( Deluxe Version ),"Hip-Hop/Rap , Music",Album Only,‰ ãÑ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:52,30-Mar-09,17494,Break The Walls,Varios Artistas,Fitz & The Tantrums and More,"International , Latin Music",$ 1.29,( C ) 2014 NMCompila,3:36,nan,0
5509,These Days,Jackson Browne & Gregg Allman,All My Friends : Celebrating the Songs & Voice of Gregg Allman,"Rock , Music",$ 1.29,"‰ ãÑ 2014 Blackbird Production Partners , LLC . Under Exclusive License Rounder Records . Manufactured and Distributed by Concord Music Group , Inc.",4:55,6-May-14,32352,One Last Time,Ariana Grande,My Everything ( Deluxe ),Pop,$ 1.29,"( C ) 2014 Republic Records , a division of UMG Recordings , Inc.",3:17,"August 25 , 2014",0
492,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,24333,Koto,ODESZA,In Return,"Alternative Rock , Dance & Electronic",$ 0.99,2014 Foreign Family Collective under exclusive license to Counter Records,3:14,"September 9 , 2014",0
5749,This Is How We Roll ( feat . Luke Bryan ),Florida Georgia Line,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2013 Big Machine Label Group , LLC",3:42,25-Nov-13,4346,Another You ( Pretty Pink Remix ),Armin van Buuren feat . Mr. Probz,Another You ( Pretty Pink Remix ),"Electronica , Dance & Electronic , House",$ 0.99,Armada Music B.V.,6:15,"June 19 , 2015",0
1636,45,Shinedown,Leave a Whisper,"Rock , Music , Hard Rock , Alternative",$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,4:09,27-May-03,27530,45,Shinedown,Leave A Whisper,Rock,$ 1.29,2015 Mad Decent,4:09,"May 27 , 2003",1
3481,Co-Pilot,Andy Grammer,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2014 S-Curve Records,3:04,5-Aug-14,54352,First Time Feeling,Dan + Shay,Where It All Began,Country,$ 1.29,2013 The Jam Music,3:59,"April 1 , 2014",0
5639,Doctor Finklestein / In the Forest,Danny Elfman,Nightmare Before Christmas ( Special Edition ),"Soundtrack , Music",$ 1.29,‰ ãÑ 2006 Walt Disney Records,2:36,24-Oct-06,30059,Lo Poco Que Tengo,Kongos,Lunch Break : Latin,Alternative Rock,$ 1.29,( C ) 2015 Roma Music Group Inc.,3:51,nan,0
636,The Patron Saint of Liars and Fakes ( Album Version ),Fall Out Boy,Take This to Your Grave,"Alternative , Music , Punk , Rock",$ 0.99,2003 Fueled By Ramen LLC,3:19,6-May-03,35448,Pimp Slapp 'd [ Explicit ],Snoop Dogg,Paid Tha Cost To Be Da Bo $ $ [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop",$ 1.29,( C ) 2002 Priority Records LLCThis label copy information is the subject of copyright protection . All rights reserved . ( C ) 2002 EMI Records Ltd,5:42,"November 26 , 2002",0
4413,Are You Leaving With Him,Luke Bryan,Spring Break ... Checkin ' Out,"Country , Music , Contemporary Country",$ 1.29,2015 Capitol Records Nashville,3:23,10-Mar-15,42103,Are You Leaving With Him,Luke Bryan,Spring Break ... Checkin ' Out,Country,$ 1.29,( C ) 2015 Capitol Records Nashville,3:24,"March 10 , 2015",1
1684,Best of Cr247,Chase Rice,Ignite the Night ( Party Edition ),"Country , Music , Urban Cowboy , Contemporary Country",Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",6:57,19-Aug-14,27086,Siempre Estoy Pensando En Ti,Selena,La Leyenda,"International , Latin Music",$ 1.29,( C ) 2010 Capitol Latin,3:01,"March 5 , 2010",0
1152,Goner,twenty one pilots,Blurryface,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,15-May-15,13344,Please Do n't Say ( Original Mix ),Various artists,Discopolis Ibiza 2014,"Electronica , Dance & Electronic , House",$ 0.99,Discopolis Recordings Limited,6:10,"July 27 , 2014",0
2845,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",Mark Ronson,Uptown Special,"Pop , Music , R&B / Soul , Funk , Soul",$ 1.29,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",2:16,13-Jan-15,52867,"Crack In the Pearl , Pt . II",Mark Ronson,Uptown Special [ Clean ],Pop,$ 1.29,2015 Real Sounds,2:16,"January 13 , 2015",1
465,Friends,Ed Sheeran,Do n't - EP,"Pop , Music , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,"2014 Asylum Records UK , a division of Atlantic Records UK , except track 2 2014 BBC under licence to Asylum Records UK , a division of Atlantic Records UK . A Warner Music Group company",3:10,12-Aug-14,31749,Under Control,Calvin Harris,Motion [ Explicit ],Dance & Electronic,$ 1.29,"( C ) 2005 Hollywood Records , Inc.",3:04,"October 31 , 2014",0
6435,Half a Heart,One Direction,Midnight Memories ( Deluxe Edition ),"Pop , Music , Rock , Teen Pop , Pop/Rock , Dance",$ 1.29,‰ ãÑ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:08,25-Nov-13,28691,"Five To One [ Live At Felt Forum , New York City , January 17 , 1970 - Second Show ]",The Doors,Live In New York,"Rock , Classic Rock",$ 0.99,2013 Host Creative,5:38,"March 13 , 2012",0
1019,Together,"Disclosure , Sam Smith , Nile Rodgers & James Napier",Settle ( The Remixes ),"Electronic , Music , Dance , Garage , House",Album Only,"2013 Universal Island Records , a division of Universal Music Operations Limited",2:22,16-Dec-13,52133,Brooklyn Baby [ Explicit ],Lana Del Rey,Ultraviolence ( Deluxe ) [ Explicit ],Alternative Rock,$ 1.29,( C ) 2014 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,5:51,"June 17 , 2014",0
1866,I Have Seen the Rain ( feat . James T. Moore ),P!NK,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Dance , Pop/Rock",$ 0.99,2006 LaFace Records LLC,3:30,3-Apr-06,53525,Barcelona,Eric B Oniver & the Church,Walk On the Moon,Pop,$ 0.89,2012 Eric B Oniver & the Church,3:53,"September 28 , 2012",0
3729,Cowboy Boots,Macklemore & Ryan Lewis,The Heist,"Hip-Hop/Rap , Music , Rap , West Coast Rap , Alternative Rap , Rock",$ 1.29,"2012 2012 Macklemore , LLC .",4:17,9-Oct-12,32799,Thursty,Bassnectar,NVSB Remixes,"Electronica , Dance & Electronic , Dubstep",$ 1.29,Amorphous Music 2014,3:36,"October 28 , 2014",0
4839,Hearts Without Chains,Ellie Goulding,Halcyon Days ( Deluxe Edition ),"Pop , Music , Dance , Rock",$ 1.29,‰ ãÑ 2013 Polydor Ltd. ( UK ),3:45,27-Aug-13,46294,One Night ( Second ` Sit-Down ' Show ),Elvis Presley,The Complete '68 Comeback Special - The 40th Anniversary Edition,Pop,$ 0.99,( C ) 2014 Essential Media Group LLC,3:07,"August 5 , 2008",0
347,All My Love ( feat . Ariana Grande & Machel Montano ) [ Remix ],Major Lazer,Peace Is The Mission,"Electronic , Music , Reggae , Modern Dancehall , Dance",$ 1.29,2015 Mad Decent,3:49,1-Jun-15,10332,Power Trip [ Clean ],Alyxx Dione feat . Jason Derulo,Chris Brown and More,Pop,$ 1.29,( C ) 2008 Chris Young,4:01,nan,0
483,Afire Love,Ed Sheeran,x,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,"2014 Asylum Records UK , a Warner Music UK Company",5:14,20-Jun-14,42285,Forget Forever,Selena Gomez,Stars Dance ( Amazon Exclusive ),Pop,$ 1.29,"( C ) 2013 Hollywood Records , Inc.",4:11,"July 23 , 2013",0
1220,Home ( feat . Penelope Austin ) [ Manila Killa Remix ],"Ivan Gough , Walden & Jebu",Big Beat Miami 2014,"Dance , Music",$ 1.29,This Compilation 2014 Big Beat Records Inc. for the United States and WEA International for the World outside of the United States . A Warner Music Group Company,4:44,25-Mar-14,2678,Always Look Back [ Mix Cut ] ( Original Mix ),Armin van Buuren,A State Of Trance 2011,"Electronica , Dance & Electronic , Trance",$ 0.89,( c ) 2011 Napith Music LLC,5:16,nan,0
4708,Lights,Ellie Goulding,Spring Breakers ( Music From the Motion Picture ),"Soundtrack , Music , Soundtrack , Pop",Album Only,"2013 Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States .",3:29,12-Mar-13,42387,Please Come To Boston,Reba McEntire,Starting Over,Country,$ 0.99,"( C ) 1995 UMG Recordings , Inc.",4:41,"October 3 , 1995",0
436,Closer ( feat . Mike Posner ),Nick Jonas,Nick Jonas ( Deluxe Version ),"Pop , Music , Teen Pop , Pop/Rock , Rock",$ 1.29,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",3:48,10-Nov-14,25434,Early Spring,Various artists,Jazz for Spring,Jazz,$ 0.99,"( C ) 2004 The Verve Music Group , a Division of UMG Recordings , Inc.",2:54,nan,0
541,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,13957,Bust 'Em Up,Crookers,Dr. Gonzo [ Explicit ],Dance & Electronic,$ 0.99,2011 Mad Decent,3:46,"October 25 , 2011",0
6691,Do n't Walk Away,Miley Cyrus,Hannah Montana : The Movie ( Original Motion Picture Soundtrack ),"Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock",$ 1.29,‰ ãÑ 2009 Walt Disney Records,2:47,24-Mar-09,25270,Jack,Breach,Jack,"Dance & Electronic , House",$ 1.29,2013 dirtybird Records under exclusive license to Warner Music UK Ltd.,3:03,"July 5 , 2013",0
4719,Take '`` There ( feat . Kiesza ) [ Tchami Remix ],Skrillex & Diplo,Take '`` There ( feat . Kiesza ) [ Remixes ],"Dance , Music",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International for the world outside the United States . A Warner Music Group Company,4:33,23-Dec-14,51067,Kiss The Bride,Elton John,Too Low For Zero ( Remastered With Bonus Tracks ),Pop,$ 1.29,( C ) 1998 Mercury Records Limited,4:22,"June 10 , 1998",0
2016,White Christmas,The Henningsens,21 Country Christmas Favorites,"Holiday , Music",$ 1.29,This compilation ( P ) 2014 Sony Music Entertainment,3:07,17-Nov-14,46308,Do n't Be Cruel ( Second ` Stand-Up ' Show ),Elvis Presley,The Complete '68 Comeback Special - The 40th Anniversary Edition,Pop,$ 0.99,( C ) 2014 Essential Media Group LLC,0:46,"August 5 , 2008",0
1128,The Fun Party,The Submarines,Chickens In Love,"Alternative , Music",$ 0.99,2010 826LA,2:23,25-May-10,28388,Avenues ( Live At Carnegie Hall / 11/15/2014 ) [ Explicit ],Ryan Adams,Live At Carnegie Hall [ Explicit ],Rock,$ 1.29,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,5:46,"April 21 , 2015",0
3861,What Christmas Means To Me ( 2014 CMA Country Christmas Performance ),Brett Eldredge,What Christmas Means To Me ( 2014 CMA Country Christmas Performance ) - Single,"Country , Music",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International for the world outside the United States . A Warner Music Group Company,3:01,1-Dec-14,28395,Friends ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ],Ryan Adams,Live At Carnegie Hall [ Explicit ],Rock,$ 1.29,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,6:43,"April 21 , 2015",0
5799,Queen of Hearts,Jason Derulo,Jason Derulo ( Deluxe Version ),"Pop , Music , R&B / Soul,Rock,Hip-Hop / Rap , Rap , Contemporary R&B , Dance",$ 1.29,‰ ãÑ 2010 Warner Bros. . Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,2:57,26-Feb-10,48216,Guayaquil ( Live ),Don Omar,The Last Don Live,"International , Latin Music , Latin Hip-Hop",$ 1.29,( C ) 2009 VI Music,3:17,"April 28 , 2009",0
6374,The End ( Radio Edit ),Tommy Trash,Dance ( RED ) Save Lives [ Presented By TiÌÇsto ],"Dance , Music , Electronic",Album Only,‰ ãÑ 2012 Musical Freedom Label Ltd.,3:46,27-Nov-12,42855,Riptide,HOT 100,Student Favorites,"Country , Contemporary Country",$ 0.99,( c ) 2011 S7,3:24,nan,0
1214,Glasgow,David Guetta,Nothing But the Beat - The Electronic Album,"Dance , Music , Electronic , House , Rock",$ 0.99,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",5:13,26-Aug-11,53703,Spectacular Rival,George Ezra,Wanted On Voyage [ Explicit ],"Alternative Rock,Singer-Songwriters",$ 1.29,2012 Trauma Records,4:16,"January 27 , 2015",0
162,Tell Me Something I Do n't Know,Selena Gomez,Tell Me Something I Do n't Know - Single,"Pop , Music",$ 1.29,2009 Razor and Tie,3:21,5-Aug-08,14214,Delilah ( Diplo Remix ),Mr. Probz,Driving Beats : Electronic Road Trip,"R&B , Rap & Hip-Hop",$ 0.99,2010 Traumashop,3:43,nan,0
4727,The Bay ( 2 Bears Remix ),Metronomy,Big Beat Summer Sampler 2011,"Dance , Music",$ 1.29,"2011 This compilation 2011 Big Beat Records , Inc.",6:02,16-Aug-11,36155,This is What Makes Us Girls,Piano Dreamers,Piano Dreamers Instrumental Renditions of Lana Del Rey,Rock,$ 0.99,Cc Entertainment,3:52,"February 17 , 2015",0
3734,Cowboy Boots,Macklemore & Ryan Lewis,The Heist,"Hip-Hop/Rap , Music , Rap , West Coast Rap , Alternative Rap , Rock",$ 1.29,"2012 2012 Macklemore , LLC .",4:17,9-Oct-12,47848,Cowboy Boots,Macklemore & Ryan Lewis,The Heist [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Selena Garcia & Steven Gomez,4:17,"October 9 , 2012",1
