tableA_id,tableA_title,tableA_name,tableA_abstract,tableA_episodeNumber,tableA_seasonNumber,tableA_numberOfSeasons,tableA_numberOfEpisodes,tableA_birthDate,tableA_releaseDate,tableA_last_air_date,tableA_release_year,tableA_runtime,tableA_genre_list,tableA_origin_country,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
3711,nan,Bill Kent,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4521,nan,Don Weis,nan,nan,nan,nan,director,0
3370,?????????,nan,nan,4.0,1.0,nan,nan,nan,2008-07-31,nan,2008-01-01,nan,nan,nan,5525,nan,Stan Brown,nan,nan,nan,nan,guestStars,0
1110,nan,Robert Kline,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7419,N-E-NEW A-I-AIDE,nan,"Maya struggles as Kenneth takes over as JJ’s full-time aide. Loving his new freedom, JJ avoids attending a physical therapy appointment, and Maya automatically blames Kenneth, using any excuse to confirm her misgivings and moves to fire him. Meanwhile, Jimmy struggles to teach Dylan the family way to not be so neighborly.",2.0,1.0,2016-09-28,nan,0
4186,Episode 2,nan,nan,2.0,3.0,nan,nan,nan,2015-09-16,nan,2015-01-01,nan,nan,nan,2819,nan,Robert Pugh,nan,nan,nan,nan,actor,0
5488,Meiosis: Where the Sex Starts,nan,"Hank gets down to the nitty gritty about meiosis, the special type of cell division that is necessary for sexual reproduction in eukaryotic organisms.",13.0,1.0,nan,nan,nan,2012-04-23,nan,2012-01-01,nan,nan,nan,2270,Hitagi End - Part 6,nan,"Kaiki realizes that he failed to deceive Nadeko because she never trusted him at all, and because she was previously deceived by Ougi into claiming the charm and becoming a god. Nadeko unleashes a swarm of snakes onto the entire Polar Snake Shrine, immobilizing Kaiki. Believing that he was sent by Koyomi, she contemplates killing his sisters, Kanbaru, Hanekawa and Mayoi as well to punish him, until Kaiki reveals that he found out her secret aspiration to become a manga artist, as many drawings were hidden in her private closet. Embarassed for having her secret revealed, Nadeko starts punching and kicking Kaiki as he tries to persuade her. He claims that eventually her parents will open the closet as well and find out about her secret, unless she renounces her godhood and returns home. After convincing her that she should forget about Koyomi entirely and pursue her true ambitions instead, she agrees to get deceived again. Kaiki implants a fake slug apparition into her body to have her uncounscious during the exorcism, but he's interrupted by Koyomi rushing into the shrine. Claiming that he was sent by Gaen as a professional to deal with Nadeko, Kaiki extracts the snake charm from her body and returns it to him. Kaiki also instructs Koyomi to cut all connections with Nadeko for her sake, as she must move on with her life by herself - his relationship and romance with her would only make her an useless human being. After calling Hitagi and confirming that his job is done, Kaiki bids farewell to her and realizes that the secret message at his hotel was sent by no other than Hitagi herself, as she knew it would have him push further with his job instead of discouraging him, and Gaen's message to him probably was for the same purpose. As he leaves the city, Kaiki is ambushed and mortally wounded by one of the boys he formerly deceived, possibly the one who cursed Nadeko, and before he passes away he hears Ougi's name, implying that he was sent by her. ",23.0,3.0,2013-12-29,nan,0
2510,nan,Michael Griffiths,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,701,nan,Alvin Lum,nan,nan,nan,nan,guestStars,0
3046,The Predator Holiday Special,nan,"In this stop-motion animated holiday short, the Predator tangles with his most formidable foes yet – Santa and his reindeer.",nan,nan,nan,nan,nan,2018-12-19,nan,2018-01-01,2, Horror,nan,752,Geoduck Farmer,nan,"'Mike first heads off to California to help tear down a dam so trout on the endangered species list can spawn. Mike then goes to Pennsylvania to restore a church's pipe organ, a process that takes a total of eight years to complete. Finally, Mike goes to Puget Sound in Washington to harvest geoduck clams, otherwise known as ''gooey ducks''.",11.0,2.0,2006-07-18,nan,0
828,nan,Junji Nishimura,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,274,nan,Bonnie Mark,nan,nan,nan,nan,directors,0
948,Grandpa Returns,nan,nan,30.0,1.0,nan,nan,nan,1961-04-16,nan,1961-01-01,nan,nan,nan,7326,nan,Charles Rondeau,nan,nan,nan,nan,directors,0
3879,Understanding Heart,nan,nan,4.0,5.0,nan,nan,nan,1957-11-10,nan,1957-01-01,nan,nan,nan,1500,nan,Roxann Dawson,nan,nan,nan,nan,director,0
2594,nan,Robert Tapert,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7674,nan,Janice Rule,nan,nan,nan,nan,guestStars,0
4992,nan,Marta Rasoknik,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,475,nan,Michael Jaffe,nan,nan,nan,nan,director,0
838,nan,Gray Marshall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7697,nan,Kevin Corrigan,nan,nan,nan,nan,guestStars,0
1731,Hilltop Walk,nan,Life is harsh but uncomplicated in the Rhondda Valleys. The Morgans are a happy and united family but as the new century approaches the younger generation is restless.,1.0,1.0,nan,nan,nan,1975-12-29,nan,1975-01-01,nan,nan,nan,3268,Presenting document Searching for Sugarman,nan,nan,20.0,0.0,2013-10-09,nan,0
114,nan,Thomas Stipsits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7593,nan,Mitchel,nan,nan,nan,nan,guestStars,0
4772,The Archer's Ring,nan,"'A beautiful young chinese woman, Monique Le Febure asks Adam Troy to charter his schooner ''''Tiki'''' to look for his grand-father. She tells the story of a group of old chinese men who for their retirement returned to their island with their personal belongings. They were in a seaplane, which apparently disappeared and sunk.",14.0,1.0,nan,nan,nan,1960-01-11,nan,1960-01-01,nan,nan,nan,2017,Thank You for Your Service,nan,"Larry commits a faux pas with Sammi’s fianc?, and tries to start over with his mail carrier and golf club security guard.",5.0,9.0,2017-10-29,nan,0
5916,nan,Bojan Globan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2359,nan,Tim Van Patten,nan,nan,nan,nan,director,0
1250,nan,Franco Nero,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3390,Sewer Inspector,nan,"Sewer inspector, disaster cleanup crew member (basement sewer), demolition worker (office building interior) ",2.0,1.0,2005-08-02,nan,0
3393,Episode 10,nan,nan,10.0,2.0,nan,nan,nan,2018-09-09,nan,2018-01-01,nan,nan,nan,3220,nan,Daniel Sackheim,nan,nan,nan,nan,director,0
5157,nan,Tony Moffett,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7791,nan,June Diane Raphael,nan,nan,nan,nan,guestStars,0
1107,The Future Is Now,nan,nan,1.0,2.0,nan,nan,nan,2009-05-03,nan,2009-01-01,nan,nan,nan,5726,Sodachi Riddle - Part 1,nan,"In the aftermath of the previous day, Araragi is about to enter his classroom when Hanekawa informs him that a student absent all year is finally attending. The story pushes further into the past, as more of “what” makes Koyomi Araragi is revealed.",2.0,4.0,2015-10-11,nan,0
900,nan,Viktor Kolpakov,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,956,Pit Bull Sessions,nan,"Pembleton and Falsone look into the death of an elderly man who might have been killed by the pit bulls owned by his grandson. The other detectives hang out at the Waterfront and tell stories about stupid criminals they have met. The judge in the wrongful death suit of Luther Mahoney decides there is enough evidence to turn the suit into a jury trial. Kellerman suspects there might be something up, so he tries to go and see the judge.",15.0,6.0,1998-03-13,nan,0
153,nan,Tony Pitts,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2340,nan,Janis Ostojic,nan,nan,nan,nan,guestStars,0
2509,nan,Kazuyuki Igai,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4811,nan,Kay W. Lawal,nan,nan,nan,nan,guestStars,0
1369,Episode 1,nan,nan,1.0,1.0,nan,nan,nan,1963-06-06,nan,1963-01-01,nan,nan,nan,3971,nan,Mara Corday,nan,nan,nan,nan,guestStars,0
3328,nan,Anthony Thwaite,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,203,Chapter 63,nan,"As the team tries to control fallout from damaging testimony and leaks, everyone is under suspicion and tensions flare between Frank and Claire.",11.0,5.0,2017-05-30,nan,0
4784,nan,Victoria Rose Sampson,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4546,nan,Corey Stoll,nan,nan,nan,nan,actor,0
4792,nan,Daniel Chun,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3781,nan,Dell Grooms,nan,nan,nan,nan,guestStars,0
4899,nan,Mona Benjamin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7015,nan,Cedric Yarbrough,nan,nan,nan,nan,actor,0
518,Do Elephants Forget?,nan,"After he forgets to do his chores and empty his lunchbox, Monty wonders if it's possible for someone to remember everything.",38.0,1.0,nan,nan,nan,2017-04-26,nan,2017-01-01,nan,nan,nan,6679,Chapter 32,nan,Frank and Claire travel to Moscow to negotiate the return of an imprisoned U.S. citizen. Claire takes a stand that jeopardizes their plans.,6.0,3.0,2015-02-27,nan,0
3327,Akagi,nan,"Akagi Shigeru is a young, white-haired mahjong genius. One summer in 1965, he ends up facing off against Washizu Iwao, Japan’s King of Darkness who has amassed enormous fortune and power, at the request of his acquaintance, the rogue detective Yasuoka. As the observer, Ogi Takeshi, a leader of the henchmen of Inada-gumi watches over them, mahjong with special rules called Washizu Mahjong begins. It is a life or death struggle with Akagi’s fresh blood and Washizu’s entire fortune at stake.",nan,nan,1.0,2.0,nan,2015-07-18,2015-07-25,2015-01-01,60,Crime,JP,7440,Time For Judgement,nan,"Kang Woo runs into Kang Min Soo, the culprit he believes is the serial killer from three years ago but loses him. Soon after, Kang Woo who is now the team leader for the Golden Time Team’s Dispatch Team is called to neutralize a situation where a father of a sexually assaulted daughter holds a knife to her molester. However, Yeom Gi Tae, the molester, is set free only to have another scheme up his sleeve.",3.0,2.0,2018-08-18,nan,0
893,Mutiny,nan,nan,13.0,1.0,nan,nan,nan,1957-12-26,nan,1957-01-01,nan,nan,nan,7406,F4 Talk Show Special,nan,nan,2.0,0.0,2009-03-02,nan,0
5920,nan,Douglas Simon,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3124,nan,Martin Campbell,nan,nan,nan,nan,directors,0
2630,nan,Karpo A?imovi?-Godina,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4149,Dragon Ball GT,nan,"Ten years have passed since Goku left his friends and family to hone his skills. But Goku soon finds himself helpless against the mystical power of the Dragon Balls and an accidental wish made by the devious Emperor Pilaf. His desire; that Goku once again become a child! Not daunted by this small setback, Goku, together with Trunks, and his own granddaughter Pan, blast off into the outer reaches of space in search of the mysterious Blackstar Dragon Balls. But these Dragon Balls have a fatal secret: if not collected within one year Earth will be destroyed.",nan,nan,1996-02-07,nan,0
4472,nan,John Sharian,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1731,nan,R.D. Reid,nan,nan,nan,nan,actor,0
1004,Sex,nan,"'Shirley tells the audience he is cooking on gas in tonight's show.Shirley visits Vauxhall City Farm and talks to the animals. He tells the farm owner that his animals are cracking jokes to one another and that one of the horses wants to visit Brazil.At Spirit Academy the final four contestants have to fight for a place in next weeks final. Shirley challenges the contestant's abilities to channel spirits on mass. Kininla is voted out of Spirit Academy.Shirley is drawn to two members of the audience, a young man and an older lady. The spirits tell Shirley they're a couple and are having problems in the relationship. After some words of advice from Shirley, the young man tells Shirley they don't know one another. Shirley changes tack and says the spirits are telling him they shouldn't be a couple anyway as they are not suited.Shirley's apprentice Ian Jackson (Marc playing another character) meets Bernard Ilsley, an Extra ?€“ Terrestrial Medium. Bernard channels an alien so Ian can ask s",7.0,1.0,nan,nan,nan,2005-04-12,nan,2005-01-01,nan,nan,nan,7302,nan,Dick O'Neill,nan,nan,nan,nan,guestStars,0
3070,Heredity,nan,Hank and his brother John discuss heredity via the gross example of relative ear wax moistness.,9.0,1.0,nan,nan,nan,2012-03-26,nan,2012-01-01,nan,nan,nan,7047,nan,Paul Morella,nan,nan,nan,nan,guestStars,0
289,nan,Stephen Dillane,Stephen Dillane (born 30 November 1956) is an English actor. He won a Tony Award for his lead performance in Tom Stoppard's play The Real Thing.,nan,nan,nan,nan,1956-11-30,nan,nan,nan,nan,nan,nan,224,nan,Theara J. Ward,nan,nan,nan,nan,guestStars,0
3868,nan,MGM Television,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,US,7376,nan,Marilyn Child,nan,nan,nan,nan,guestStars,0
5728,After the Play Ends,nan,"Lee Yeong, the crown prince is in charge of the King's 40th birthday and the reception for the Qing's envoy. Furthermore, the crown prince invited Gisaengs from all of the country of the eight provinces and he started to create dance for the Gisaengs.",4.0,1.0,nan,nan,nan,2016-08-30,nan,2016-01-01,nan,nan,nan,1726,Presenting document Koyaanisqatsi,nan,nan,35.0,0.0,2013-11-13,nan,0
106,Dirtiest Water Jobs,nan,nan,18.0,1.0,nan,nan,nan,2005-12-20,nan,2005-01-01,nan,nan,nan,4728,Suruga Devil - Part 4,nan,'Rouka challenges Suruga to a one-on-one basketball match as the two discuss the events that led up to their collection of their respective ''devil'' parts. Suruga is still coming to terms with the ability to use her left arm again.,13.0,0.0,2014-08-16,nan,0
4775,Haunted Houses,nan,"Maggie reveals Cohle's activities in 2002, when his relationship with Hart fractured and he quit the force.",6.0,1.0,nan,nan,nan,2014-02-23,nan,2014-01-01,nan,nan,nan,6022,Haunted Houses,nan,"In 2002, Cohle and Hart begin to fall back to familiar and violent obsessions. Hart exacts savage vengeance on a pair of teenage boys, and Cohle becomes convinced they left something undone in 1995. Working on his own, Cohle traces a sinister connection between missing children along the coast and evangelist Billy Lee Tuttle's Wellsprings Program. Hart is reintroduced to a former prostitute he met during the Lange investigation. In 2012, Papania and Gilbough question Maggie, now divorced from Marty, about Cohle and Hart during 2002, the year their relationship fractured and Cohle quit the force following a suspension.",6.0,1.0,2014-02-23,nan,1
5346,Feeling Friendless,nan,"Feeling alienated, Mary Jane allows her own party to be transformed into a media event. Niecy returns to Atlanta invigorated and ready to set her dreams in motion. Patrick becomes a montor to a rowdy activist.",14.0,4.0,nan,nan,nan,2017-08-08,nan,2017-01-01,nan,nan,nan,708,nan,nan,nan,0.0,0.0,nan,nan,0
4077,The N Word,nan,Larry accidentally offends Lorreta's Auntie Rae and takes advantage of Jeff's hospitalization.,8.0,6.0,nan,nan,nan,2007-10-28,nan,2007-01-01,nan,nan,nan,3186,The N Word,nan,Larry accidentally offends Lorreta's Auntie Rae and takes advantage of Jeff's hospitalization.,8.0,6.0,2007-10-28,nan,1
2197,nan,Fernand Coquet,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4193,nan,Stephen Ouimette,nan,nan,nan,nan,guestStars,0
5000,Episode 5,nan,nan,5.0,1.0,nan,nan,nan,1972-02-20,nan,1972-01-01,nan,nan,nan,6312,nan,Rome Kanda,nan,nan,nan,nan,actor,0
474,nan,ABC Studios,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,US,548,Nakama ~ Super Rider III,nan,nan,51.0,1.0,2008-02-03,nan,0
5695,nan,Dado Dolabella,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2008,nan,Julia Louis-Dreyfus,nan,nan,nan,nan,guestStars,0
4410,Chapter 21,nan,The war with Tusk intensifies. Claire influences Tricia Walker politically and domestically. Francis has a show-down with Linda Vasquez.,8.0,2.0,nan,nan,nan,2014-02-14,nan,2014-01-01,nan,nan,nan,4896,nan,Murray Rubin,nan,nan,nan,nan,guestStars,0
483,Episode 24,nan,nan,24.0,1.0,nan,nan,nan,2003-02-14,nan,2003-01-01,nan,nan,nan,6815,nan,nan,nan,18.0,1.0,2016-12-22,nan,0
4220,nan,Hugh Fraser,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1407,The Baby Sitters,nan,nan,25.0,3.0,1962-03-25,nan,0
3479,Termite Researcher,nan,"Mike visits with long-time fans Marilyn and Carolyn Maedel to look at never-before-seen footage at a crawfish factory in Louisiana. Then, he experiences the many hands-on duties that come with being a termite researcher on Sapolo Island in Georgia.",9.0,7.0,nan,nan,nan,2011-03-01,nan,2011-01-01,nan,nan,nan,2493,nan,Maggie Rush,nan,nan,nan,nan,guestStars,0
943,Episode 4,nan,nan,4.0,1.0,nan,nan,nan,1980-05-13,nan,1980-01-01,nan,nan,nan,245,nan,Akiyuki Shimbou,nan,nan,nan,nan,writers,0
2647,nan,Tofig Taghizadeh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,847,nan,Mary Ellen Nestor,nan,nan,nan,nan,guestStars,0
5750,Bloopers,nan,Bloopers,25.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1946,nan,Tristam Shapeero,nan,nan,nan,nan,directors,0
5271,nan,Yoshito Mikamo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2542,"The Family That Slays Together, Stays Together (2)",nan,"Continuing after the prior episode, General Traceter (alluded to in Season 1 during Brock's License exam in Mid-Life Chrysalis) heads a OSI assault team to go after Samson and the Venture Family after the original three assassins fail to do their job. Using ingenuity to save the Venture Family once more, Brock Samson hatched a plan to force OSI and Monarch's Henchmen to fight each other instead of pursuing the family. In the aftermath of the fight, OSI gains victory after one of Monarch's Flight Suits malfunctions and ends up shooting his own minions in friendly fire. After revealing himself being on neither side of the fight, Brock makes a shocking announcement to Thaddeus and General Traceter that would affect the rest of their lives. ",13.0,3.0,2008-08-24,nan,0
