tableA_id,tableA_title,tableA_name,tableA_episodeNumber,tableA_seasonNumber,tableA_deathYear,tableA_birthYear,tableA_endYear,tableA_startYear,tableA_genre_list,tableA_primaryProfessions,tableA_runtimeMinutes,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
1217,nan,Bernie Gozier,nan,nan,1979-01-01,1917-01-01,nan,nan,nan,"actor,stunts,soundtrack",nan,1743,nan,Garrett Kruithof,nan,nan,nan,nan,guestStars,0
4719,nan,John Gilbert,nan,nan,nan,nan,nan,nan,nan,actor,nan,1186,nan,Boyd Banks,nan,nan,nan,nan,guestStars,0
75,nan,Brad Goertz,nan,nan,nan,nan,nan,nan,nan,actor,nan,2529,The Shootout,nan,"Jung Im is killed in a shootout with the Jongno Police. Majar and Se Joo get taken back to the station and tortured for Young Jin's whereabouts. Nam Ok gets away after seeing Jung Im fall but returns to avenge her death. Meanwhile, Young Jin and Won Bong meet with Fukuda and listen to what he has to say.",36.0,1.0,2019-07-06,nan,0
796,nan,David Newsome,nan,nan,nan,nan,nan,nan,nan,actor,nan,5624,Jimmy Kimmel,nan,Zach interviews talk show host Jimmy Kimmel.,2.0,1.0,2008-04-17,nan,0
4033,nan,Danny Thomas,nan,nan,1991-01-01,1912-01-01,nan,nan,nan,"producer,actor,writer",nan,6214,Welcome to the Kingdom of Animals,nan,"After having relaxing days in Swakopmund, they hit the road again to see wild animals this time. They head to Etosha National Park which is known as home to numerous kinds of wild animals. They are surprised by an appearance of a wild animal at the entrance of the park. For the second camping in Africa, Jae Hong cooks again. While having dinner, they bring back their old memories and talk about their career and friendship.",4.0,4.0,2016-03-11,nan,0
1371,nan,Dave Lamb,nan,nan,nan,1969-01-01,nan,nan,nan,"actor,writer,miscellaneous",nan,4401,nan,Dave Lamb,nan,nan,nan,nan,actor,1
4124,A Model Citizen,nan,4.0,3.0,nan,nan,nan,1994-01-01,"Crime,Drama,Mystery",nan,nan,767,A Model Citizen,nan,"'A young man comes into the squad room and after getting their attention, tells the detectives that his brother has been shot. Pembleton is sued by the multiple personality serial killer, who states he violated her civil rights during interrogation; he is discouraged when the city agrees to settle out of court. Munch must attend an alcohol awareness seminar to meet a requirement for the bar. Lewis has ''''love at first sight'''' with a woman who makes models of crime scenes, but she has ''''love at first sight'''' when she sees Bayliss and he sees her. Later, they attend an art exhibition and have an unusual sexual encounter in her ''''bed.'''' All is not well at the Felton household, when he returns home to a cleaned out house.",4.0,3.0,1994-11-11,nan,1
532,A Girl Named Amy,nan,29.0,1.0,nan,nan,nan,1963-01-01,"Drama,Sport,Western",nan,nan,3117,Larry David as George Costanza,nan,A look at Larry David playing the character of George.,35.0,0.0,2010-06-10,nan,0
1768,nan,Doug Glover,nan,nan,nan,1970-01-01,nan,nan,nan,"cinematographer,camera_department,director",nan,174,nan,Douglas Glover,nan,nan,nan,nan,guestStars,1
2150,Survival,nan,13.0,3.0,nan,nan,nan,1961-01-01,Adventure,nan,60.0,4150,Survival,nan,nan,13.0,3.0,1961-12-31,nan,1
819,The Death-Divers,nan,28.0,1.0,nan,nan,nan,1960-01-01,Adventure,nan,60.0,878,nan,Banksy,nan,nan,nan,nan,director,0
12,nan,Jeanne Moody,nan,nan,nan,1931-01-01,nan,nan,nan,actress,nan,5781,nan,Elaine Stritch,nan,nan,nan,nan,guestStars,0
3305,nan,David Steinberg,nan,nan,nan,1942-01-01,nan,nan,nan,"director,producer,writer",nan,7151,Bridge Painter,nan,"Mike Rowe and the Dirty Jobs crew travels to Michigan to work with the Mackinac Bridge Authority on one of the world's largest suspension bridges. Mike goes to great lengths, and heights, braving 50 mile per hour winds while helping paint the bridge.",12.0,3.0,2007-08-07,nan,0
3622,nan,Tomoyuki Itamura,nan,nan,nan,nan,nan,nan,nan,"director,art_department,animation_department",nan,5625,The Quest of Ambrose Feather,nan,nan,19.0,3.0,1962-02-11,nan,0
849,nan,Annie Fargue,nan,nan,2011-01-01,1934-01-01,nan,nan,nan,"actress,producer",nan,59,nan,Jennifer Caldwell,nan,nan,nan,nan,guestStars,0
4049,No Finish Line With Nine,nan,6.0,1.0,nan,nan,nan,2018-01-01,nan,nan,42.0,2159,Thrill Kill - The Janine Balding Murder,nan,"On a September night in 1986, two police officers climbed through a barbed-wire fence beside the F4 freeway at Minchinbury in Sydney’s west.  They were accompanied by two teenage boys who guided them to the edge of a shallow dam where the beams from torches outlined the body of a young woman lying in the mud.  She was later identified as nineteen-year-old Sydney bank clerk, Janine Balding. She had been abducted, raped, beaten and drowned. The shock was compounded when police arrested the gang responsible and found their youngest member was just 14 years old.  The others present were a boy and girl both aged 15, a 16-year-old boy, and their leader, 21-year old Stephen “Shorty” Jamieson, who despite his physical maturity had the mental age of 10.  It appears the gang was seeking to impress each other with their toughness when they set out to rape a woman. They selected Janine at random. ",6.0,2.0,2008-07-31,nan,0
1004,nan,Paleface,nan,nan,nan,1978-01-01,nan,nan,nan,"soundtrack,actor,music_department",nan,7551,nan,Stan Kelly,nan,nan,nan,nan,guestStars,0
310,Pob's Programme,nan,nan,nan,nan,nan,1990-01-01,1985-01-01,"Family,Fantasy",nan,30.0,5369,Pob,nan,"Pob's Programme is a children's television programme, which was broadcast in the United Kingdom on Channel 4 between October 1986 and November 1987. The programme is presented by a puppet named Pob (played by puppeteer Robin Stevens), who speaks a primitive version of English and who supposedly lives inside the viewer's TV (the casing and red, green and blue electron guns visible behind him). The opening titles of the show consist of the character breathing on the camera lens (this breathing was often mistaken for spitting, given the loud noise accompanying it and the thick condensation appearing on screen), and tracing his name in the condensation. Each week on the programme, a celebrity guest visits Pob's garden, and entertains him — though Pob and the guest never appear on screen together.",nan,nan,1986-10-01,nan,1
2731,"Red, Red Wine",nan,5.0,7.0,nan,nan,nan,1998-01-01,"Crime,Drama,Mystery",nan,60.0,145,Wild Goose Chase,nan,"'Mike Rowe goes on a wild goose chase - literally! After traveling to the tundra, Mike joins forces with a team of workers that round up a flock of wild geese with airplanes.",22.0,0.0,2007-08-27,nan,0
1389,nan,Douglas Morrow,nan,nan,1994-01-01,1913-01-01,nan,nan,nan,"writer,actor,producer",nan,513,About Activism: The Yes Men Fix the World,nan,nan,1.0,2.0,2014-09-03,nan,0
5064,nan,Horst Dempwolff,nan,nan,nan,nan,nan,nan,nan,"composer,soundtrack",nan,6221,Hot Tar Roofer,nan,"Mike first heads off to Pasadena, California and discovers the difficult step by step process in patching up a roof. Then Mike goes to New Jersey and helps move a 60 ton, 225 year old house.",7.0,1.0,2005-09-27,nan,0
2056,nan,Hazel Court,nan,nan,2008-01-01,1926-01-01,nan,nan,nan,actress,nan,166,nan,Carl Franklin,nan,nan,nan,nan,director,0
3249,nan,John Powell,nan,nan,nan,1963-01-01,nan,nan,nan,"composer,soundtrack,music_department",nan,4432,nan,Ben Wright,nan,nan,nan,nan,guestStars,0
1422,nan,Gene Lyons,nan,nan,1974-01-01,1921-01-01,nan,nan,nan,actor,nan,6185,nan,Rachel True,nan,nan,nan,nan,guestStars,0
2056,nan,Hazel Court,nan,nan,2008-01-01,1926-01-01,nan,nan,nan,actress,nan,2046,nan,FOX,nan,nan,nan,nan,nan,0
449,nan,Dennis Castle,nan,nan,1993-01-01,1914-01-01,nan,nan,nan,"actor,writer,script_department",nan,5423,nan,Takahiro Sakurai,nan,nan,nan,nan,actor,0
1301,nan,Abel Franco,nan,nan,2000-01-01,1922-01-01,nan,nan,nan,actor,nan,7763,nan,Duane Chandler Rawlings,nan,nan,nan,nan,guestStars,0
4110,nan,Grant Richards,nan,nan,1963-01-01,1911-01-01,nan,nan,nan,actor,nan,311,We're All in This Together,nan,"Third day of traveling and the youths seem to be having a great time, until money gets in the way. The struggle of satisfying all four members with a tight budget is not so easy and Seung Yoon is not the only one who’s stressed out about it. Over a pair of pants and over a pack of corn, the four members wrestle to keep it cool throughout a trip they only dreamed of.",3.0,5.0,2017-11-21,nan,0
5054,Chapter 40,nan,1.0,4.0,nan,nan,nan,2016-01-01,Drama,nan,49.0,6477,Chapter 40,nan,Claire's absence causes problems for Frank on the campaign trail amid rumors of a marital rift. Claire tries to strike out on her own.,1.0,4.0,2016-03-04,nan,1
4485,nan,Frank Jenks,nan,nan,1962-01-01,1902-01-01,nan,nan,nan,"actor,soundtrack",nan,1307,nan,Nathaniel Lees,nan,nan,nan,nan,guestStars,0
2418,Bakemonogatari,nan,nan,nan,nan,nan,2010-01-01,2009-01-01,"Action,Animation,Comedy",nan,360.0,6064,Trust,nan,"Won Bong disseminates a warning letter to the Joseon Governor Office to alert them of the Heroic Corps revolutionary movement. The warning puts Oda, Kento, and Matsuura desperately wanting to capture Won Bong. Meanwhile, the Heroic Corps plan their attack on the Joseon Governor Office.",17.0,1.0,2019-06-01,nan,0
4391,nan,Gabrielle Upton,nan,nan,nan,1922-01-01,nan,nan,nan,"writer,actress",nan,4324,Episode 1,nan,"Jan-di is an average high school girl whose parents operate a Laundromat. One day she delivers laundry to Shin-hwa high school, where the top 1% of the wealthy children gets to go, and accidentally saves a student from a suicidal attempt. After this incident, she is scouted to this prestigious school as a swimming athlete.",1.0,1.0,2009-01-05,nan,0
4806,"Bamse ?lskade v?n, det fixar sig. Vi har m?nga ?r kvar",nan,5.0,1.0,nan,nan,nan,2018-01-01,Reality-TV,nan,nan,3929,Iron Ladies of Liberia,nan,"A look at the achievements and struggles of Ellen Johnson-Sirleaf, the first woman elected as President of the African nation of Liberia.",50.0,0.0,2013-12-26,nan,0
4608,Chapter 63,nan,11.0,5.0,nan,nan,nan,2017-01-01,Drama,nan,51.0,5699,nan,nan,nan,4.0,1.0,1980-05-13,nan,0
772,The Waiting Game,nan,7.0,3.0,nan,nan,nan,1955-01-01,Drama,nan,30.0,7227,Texas Black Magic,nan,"A murder arranged by devoted Texas mother Dora Cisneros, who in 1993 hired a gunman through fortuneteller Maria Martinez to kill 18-year-old Joey Fischer, the former boyfriend who had spurned her daughter",2.0,2.0,2014-12-13,nan,0
2461,nan,Roger Mobley,nan,nan,nan,1949-01-01,nan,nan,nan,"actor,stunts",nan,93,nan,Mimi Kennedy,nan,nan,nan,nan,guestStars,0
2006,nan,Kurt Jaggberg,nan,nan,1999-01-01,1922-01-01,nan,nan,nan,"actor,miscellaneous",nan,227,nan,Nick Wood,nan,nan,nan,nan,directors,0
2794,I've Got a Secret,nan,11.0,4.0,nan,nan,nan,1996-01-01,"Crime,Drama,Mystery",nan,nan,6240,Chapter 28,nan,Claire's U.N. bid runs into trouble. Frank fights off mutiny with a bold address to the country.,2.0,3.0,2015-02-27,nan,0
2965,nan,Emily Ballou,nan,nan,nan,nan,nan,nan,nan,"writer,miscellaneous,producer",nan,2588,nan,Melissa Leo,nan,nan,nan,nan,guestStars,0
1761,nan,Enid Bagnold,nan,nan,1981-01-01,1889-01-01,nan,nan,nan,writer,nan,3928,nan,hawn Patrick Clifford,nan,nan,nan,nan,guestStars,0
2618,The Krismen,nan,5.0,2.0,nan,nan,nan,1960-01-01,Adventure,nan,60.0,1718,nan,Robert B. Weide,nan,nan,nan,nan,guestStars,0
1280,nan,Patrick Alexander Stewart,nan,nan,nan,nan,nan,nan,nan,"cinematographer,producer,camera_department",nan,3408,nan,Forrest Lewis,nan,nan,nan,nan,guestStars,0
4467,nan,Josef Fr?hlich,nan,nan,nan,1933-01-01,nan,nan,nan,actor,nan,4462,nan,Mario Van Peebles,nan,nan,nan,nan,directors,0
4993,nan,Gloryette Clark,nan,nan,2014-01-01,1934-01-01,nan,nan,nan,"editor,writer,director",nan,850,nan,Geoffrey Horne,nan,nan,nan,nan,guestStars,0
4408,nan,Myra Marsh,nan,nan,1964-01-01,1894-01-01,nan,nan,nan,actress,nan,6644,nan,V?clav Voska,nan,nan,nan,nan,actor,0
884,Murder Is Corny,nan,5.0,2.0,nan,nan,nan,2002-01-01,"Action,Drama,Mystery",nan,nan,3437,Murder is Corny,nan,"A model frames Archie for the murder of a delivery boy, who was supposed to bring him Wolf's specially picked corn, and Archie doesn't have an alibi. Who killed the delivery boy and why?",5.0,2.0,2002-05-05,nan,1
927,The Street,nan,21.0,1.0,nan,nan,nan,1974-01-01,"Crime,Drama",nan,60.0,4630,How I Got My Turner,nan,"The Doonans go deep into the world of Brit Art when they meet rabble rouser Stacey Bile near the Kate Winslet memorial roundabout. This leads to several road accidents, imminent birth, blind ladies driving cars and the Turner Prize. Meanwhile, Aunty Hayley has set herself up as a telephone astrologer with one rather obsessive client, guest star .",5.0,2.0,2009-12-11,nan,0
727,Inga,nan,16.0,1.0,nan,nan,nan,1954-01-01,Drama,nan,30.0,1834,Immune to Murder,nan,"Nero is asked to cook his famous baked trout for an oilman and an Eastern European ambassador. But when Archie finds a body in the trout stream, Wolfe must solve the murder first.",16.0,2.0,2002-08-18,nan,0
2773,nan,Rachel Ames,nan,nan,nan,1929-01-01,nan,nan,nan,actress,nan,1598,Victor. Echo. November.,nan,The Phantom Limb and Dr. Girlfriend agree to a civil double date with The Monarch and some girl he met on the internet in order to discuss The Monarch's official re-entry into the Guild of Calamitous Intent.  Doc and Brock become the unwitting pawns in a low-grade pissing contest when Phantom Limb's sics the Guild's commandos on the Venture compound to prove his dominance.  Can Brock hold off an army?  Can Doc escape death and finish watching the worst porno ever?,6.0,2.0,2006-08-13,nan,0
4263,nan,Brick Sullivan,nan,nan,1959-01-01,1899-01-01,nan,nan,nan,"actor,miscellaneous",nan,1086,nan,?? ?,nan,nan,nan,nan,writers,0
2069,nan,Anthony Brown,nan,nan,nan,nan,nan,nan,nan,nan,nan,5543,nan,Philip Baker Hall,nan,nan,nan,nan,guestStars,0
1592,nan,Daniel Stemer,nan,nan,nan,nan,nan,nan,nan,actor,nan,3200,nan,Timothy Omundson,nan,nan,nan,nan,guestStars,0
4885,nan,Nina Min-Lien van Hofsloot,nan,nan,nan,nan,nan,nan,nan,actress,nan,2605,nan,Colin Fox,nan,nan,nan,nan,guestStars,0
183,Chick Sexer,nan,4.0,1.0,nan,nan,nan,2005-01-01,Reality-TV,nan,44.0,5973,nan,Alexandra Daddario,nan,nan,nan,nan,actor,0
5074,nan,Francisco Guglielmino,nan,nan,nan,nan,nan,nan,nan,"production_designer,set_decorator,art_department",nan,1088,nan,Pippa Scott,nan,nan,nan,nan,guestStars,0
3592,nan,Alan Hale Jr.,nan,nan,1990-01-01,1921-01-01,nan,nan,nan,"actor,soundtrack",nan,1670,nan,Karlheinz Hackl,nan,nan,nan,nan,actor,0
1537,nan,William Froug,nan,nan,2013-01-01,1922-01-01,nan,nan,nan,"producer,writer,miscellaneous",nan,2945,nan,Mikko Hypp?nen,nan,nan,nan,nan,guestStars,0
1153,nan,Sarah Padden,nan,nan,1967-01-01,1881-01-01,nan,nan,nan,"actress,soundtrack",nan,3908,nan,Joan Rivers,nan,nan,nan,nan,guestStars,0
4428,Curb Your Enthusiasm,nan,nan,nan,nan,nan,nan,2000-01-01,Comedy,nan,28.0,1617,All Against One,nan,"At the police headquarters, two officers bring in a new prisoner and everyone at the jailhouse is curious. The prisoner turn out to be Faceless and the two officers were Spade and Diamond. Their plan is to break out only a select bunch of prisoners that Ace put behind the bars and get them to work with Black Jack to put an end on Ace Cooper. Sonny Boy and his gang are invited to join the crime alliance since they all agree Ace must be killed. The next day, Ace puts on his show but gets ambushed by three villians: Yago, the fire magician; Dr. Blaun, a mad scientist; and Count Hebon. Faceless joins in wounded Ace's right arm. Cosmo calls for Vega and the police but Mr. Glam sends his robot to block the police. Ace manages to slip away on him Magic Bike but then gets shot by Sonny Boy's team. This could the end of Ace Cooper...",23.0,1.0,1999-07-30,nan,0
3001,nan,Pierre Braunberger,nan,nan,1990-01-01,1905-01-01,nan,nan,nan,"producer,actor,writer",nan,7500,nan,Cal Bolder,nan,nan,nan,nan,guestStars,0
3432,The Drop,nan,2.0,3.0,nan,nan,nan,1992-01-01,Comedy,nan,nan,793,If the Shoe Fits...,nan,Mary Jane's birthday takes a backseat to family drama.,7.0,3.0,2015-11-24,nan,0
1442,nan,Laraine Newman,nan,nan,nan,1952-01-01,nan,nan,nan,"actress,soundtrack,miscellaneous",nan,840,nan,Mike Sussman,nan,nan,nan,nan,writers,0
2172,The Gas Man,nan,20.0,3.0,nan,nan,nan,1995-01-01,"Crime,Drama,Mystery",nan,nan,5957,nan,Rosie Bochert,nan,nan,nan,nan,writers,0
1710,nan,Jerzy Lipman,nan,nan,1983-01-01,1922-01-01,nan,nan,nan,"cinematographer,director,writer",nan,3687,Baby Faced Killer,nan,"'The notorious baby-faced underworld figure who police believe killed 10 people pleaded guilty to the murders of Mark Malia (August 2003), Jason Moran (June 2003) and Lewis Moran (March 2004). He was killed in April 19, 2010 with extreme violence by a prison inmate whilst serving 35 years in a maximum security prison for these murders. He had previously been found guilty of the murder of Michael Marshall, who was shot dead outside his Toorak home in October 2003. The murders occurred at the height of Melbourne's notorious gangland war that raged between 1998 and 2006, leaving 27 dead.Williams mother, Barbara, publicly defended her son after his jailing and berated the trial judge. The Moran family had dominated Melbourne's criminal world for more than a decade when Williams vowed to wipe them out. In November 2007, Carl’s father, George, was jailed for a minimum of 20 months for a massive drug trafficking operation which he carried out with his son.Over two and half years Carl made about $500,000 selling methamphetamine. George, now 63, lives in suburban Broadmeadows, Melbourne, and suffers from chronic heart disease, diabetes, anxiety and depression. Barbara committed suicide at her Essendon home in December 2008, and their other son Shane died of a heroin overdose aged 31.",1.0,4.0,2010-11-09,nan,0
2208,nan,Howard Wendell,nan,nan,1975-01-01,1908-01-01,nan,nan,nan,actor,nan,4324,Episode 1,nan,"Jan-di is an average high school girl whose parents operate a Laundromat. One day she delivers laundry to Shin-hwa high school, where the top 1% of the wealthy children gets to go, and accidentally saves a student from a suicidal attempt. After this incident, she is scouted to this prestigious school as a swimming athlete.",1.0,1.0,2009-01-05,nan,0
3248,nan,Joanne Dru,nan,nan,1996-01-01,1922-01-01,nan,nan,nan,"actress,soundtrack",nan,526,Wish List,nan,"Monty's friend has heaps of fun toys, and he and Jimmy Jones imagine what it would be like to have everything you want.",50.0,1.0,2017-07-07,nan,0
759,nan,Clara Henry,nan,nan,nan,nan,nan,nan,nan,actress,nan,491,nan,Gary Basaraba,nan,nan,nan,nan,guestStars,0
1479,nan,Dimko Minov,nan,nan,nan,1938-01-01,nan,nan,nan,"cinematographer,camera_department,actor",nan,7370,nan,Charles Horvath,nan,nan,nan,nan,guestStars,0
2374,nan,Ellen Bergstr?m,nan,nan,nan,nan,nan,nan,nan,actress,nan,4256,nan,John Vickery,nan,nan,nan,nan,guestStars,0
4707,nan,Jeri Lou James,nan,nan,nan,1944-01-01,nan,nan,nan,actress,nan,667,nan,Marin Hinkle,nan,nan,nan,nan,guestStars,0
2907,nan,John Abbott,nan,nan,1996-01-01,1905-01-01,nan,nan,nan,"actor,soundtrack",nan,4407,nan,Bob Weide,nan,nan,nan,nan,director,0
3755,nan,Joanne Linville,nan,nan,nan,1928-01-01,nan,nan,nan,actress,nan,2452,nan,Joanne Linville,nan,nan,nan,nan,guestStars,1
3264,Friends at a Distance,nan,7.0,5.0,nan,nan,nan,1957-01-01,Drama,nan,30.0,6975,nan,Jorge Garcia,nan,nan,nan,nan,guestStars,0
3425,nan,Willem Dafoe,nan,nan,nan,1955-01-01,nan,nan,nan,"actor,soundtrack,producer",nan,2927,Nakama ~ Daruma 7,nan,nan,61.0,1.0,2008-02-03,nan,0
898,nan,Kari Matchett,nan,nan,nan,1970-01-01,nan,nan,nan,actress,nan,3532,Between Two Ferns with Zach Galifianakis,nan,Between Two Ferns with Zach Galifianakis is an interview series on Funny or Die hosted by Zach Galifianakis. Zach conducts interviews with popular celebrities between two potted ferns.,nan,nan,2008-01-04,nan,0
3402,nan,John Crawford,nan,nan,2010-01-01,1920-01-01,nan,nan,nan,"actor,writer,director",nan,6040,nan,Scott Wordham,nan,nan,nan,nan,guestStars,0
760,nan,James Neilson,nan,nan,1979-01-01,1909-01-01,nan,nan,nan,"director,writer,actor",nan,7191,The Girls Who Knew Too Much,nan,"Sallie-Anne Huckstepp and Juanita Nielsen were iconic figures in the shadowy King’s Cross scene of the 1970s and 1980s. They lived dangerous lives – challenging the status quo of the period and met with mysterious and violent deaths. Neither murder has been solved officially, but many decades later, the intrigue of both cases still scratches at the heart and psyche of the Harbour City.  Can a credible witness with new information, may finally help solve one of Australia’s most enduring mysteries. ",1.0,3.0,2009-02-27,nan,0
1136,nan,Diana Ross,nan,nan,nan,1944-01-01,nan,nan,nan,"soundtrack,actress,producer",nan,5213,Night Finds You,nan,"Ben Caspar's autopsy reveals the gruesome details of his demise, and Ray and Ani wonder if it has anything to do with his fondness for prostitutes. Meanwhile, Frank looks into what might have happened to his missing fortune.",2.0,2.0,2015-06-28,nan,0
1746,nan,Zoran Sruk,nan,nan,nan,nan,nan,nan,nan,actor,nan,4206,Happy Ordinary Day,nan,"Monty is in the mood for celebrating and begins to wonder if you really can only celebrate big, special occasions.",19.0,1.0,2016-09-01,nan,0
5012,nan,Ed Palmer,nan,nan,nan,nan,nan,nan,nan,nan,nan,5387,N?vrat dom?,nan,"'Franti?ek odj??d? na kr?tk? v?let za Butteauv?mi. Zde n?hodou uvid? Paulu a Th?ma a pochop?, kdo je Th?movou tajnou l?skou. V ten okam?ik ho dostihne Lotty, Franti?ek s n? nechce mluvit.Mlad? V?k se dozv?d?, ?e jeho maminka je nemocn? a rozhodne se odjet dom?. Otec ho zprvu nechce p?ijmout. I kdy? jeho n?vrat maminku uzdrav?, otec s Franti?kem jedn? ?patn?, je pro n?j jen levnou pracovn? silou, dokonce mu ?acuje kapsy, kdy? m? podez?en?, ?e Franti?ek kradl v kr?m?. Franti?ek by r?d ode?el do Prahy.",6.0,1.0,nan,nan,0
3792,nan,Hobart Donavan,nan,nan,1976-01-01,1905-01-01,nan,nan,nan,writer,nan,3866,nan,Karly Rothenberg,nan,nan,nan,nan,guestStars,0
2504,nan,James Holden,nan,nan,2005-01-01,1920-01-01,nan,nan,nan,actor,nan,2494,The Sleeping Beauty,nan,"In a terrifying retelling of the classic fairytale, a self-absorbed prince and his nerdy put-upon twin brother quest to wake the slumbering princess, whom, little do they know, is really a bloodthirsty vampire.",7.0,1.0,1993-10-23,nan,0
3509,nan,Natsuna,nan,nan,nan,nan,nan,nan,nan,actress,nan,7418,nan,Stephanie Escajeda,nan,nan,nan,nan,guestStars,0
3856,nan,Jack Behr,nan,nan,nan,nan,nan,nan,nan,"actor,writer,producer",nan,3798,nan,Terrence Flemming,nan,nan,nan,nan,guestStars,0
2898,The Hot Towel,nan,4.0,7.0,nan,nan,nan,2009-01-01,Comedy,nan,29.0,768,nan,Kenneth Lin,nan,nan,nan,nan,writers,0
797,nan,Siu-Tin Lai,nan,nan,2019-01-01,1946-01-01,nan,nan,nan,"actor,composer,music_department",nan,34,nan,Salim Akil,nan,nan,nan,nan,directors,0
2489,nan,Tod Browning,nan,nan,1962-01-01,1880-01-01,nan,nan,nan,"director,actor,writer",nan,6821,Monogatari,nan,"Araragi Koyomi is a third year high school student who is almost human again after having briefly become a vampire. One day, a classmate named Senjougahara Hitagi, who infamously never talks to anyone, falls down the stairs into Koyomi's arms. He discovers that Hitagi weighs next to nothing, in defiance of physics and common sense alike. Despite being threatened by her, Koyomi offers her help, and introduces her to Oshino Meme, a middle-aged homeless man who helped him stop being a vampire.",nan,nan,2009-07-03,nan,0
1389,nan,Douglas Morrow,nan,nan,1994-01-01,1913-01-01,nan,nan,nan,"writer,actor,producer",nan,5269,nan,Gerald Mayer,nan,nan,nan,nan,directors,0
2260,Windfall,nan,20.0,5.0,nan,nan,nan,1958-01-01,Drama,nan,30.0,621,nan,James Yoshimura,nan,nan,nan,nan,director,0
2061,nan,Rafael Campos,nan,nan,1985-01-01,1936-01-01,nan,nan,nan,actor,nan,1269,nan,Joe Orofino,nan,nan,nan,nan,guestStars,0
2704,nan,Eva Gabor,nan,nan,1995-01-01,1919-01-01,nan,nan,nan,"actress,soundtrack",nan,145,Wild Goose Chase,nan,"'Mike Rowe goes on a wild goose chase - literally! After traveling to the tundra, Mike joins forces with a team of workers that round up a flock of wild geese with airplanes.",22.0,0.0,2007-08-27,nan,0
2281,nan,Khris Crowe,nan,nan,nan,nan,nan,nan,nan,nan,nan,6386,nan,Raven Goodwin,nan,nan,nan,nan,actor,0
2834,nan,Jason Yoshimura,nan,nan,nan,nan,nan,nan,nan,writer,nan,7552,Over the Small Puppy,nan,nan,11.0,1.0,nan,nan,0
1466,nan,Virginia Field,nan,nan,1992-01-01,1917-01-01,nan,nan,nan,"actress,soundtrack",nan,132,Hello Goodbye,nan,Monty wonders if it is possible to feel both happy and sad at the same time.,28.0,1.0,2016-09-14,nan,0
1246,nan,John Larch,nan,nan,2005-01-01,1914-01-01,nan,nan,nan,actor,nan,3277,Poo Pot Maker,nan,"'Mike first goes to northern California to count dead salmon.  Mike opens up the mail bag and answers a viewer's question about the snake researcher segment.  Just when Mike thought he had seen it all, he visits a cow farm in Connecticut that specializes in making gardening pots out of cow manure.",2.0,3.0,2007-01-16,nan,0
2960,nan,Juan Carlos Thorry,nan,nan,2000-01-01,1908-01-01,nan,nan,nan,"actor,director,writer",nan,4001,F-O-- FOLLOW T-H-R-- THROUGH,nan,"The DiMeos realize they have great intentions but lack follow-through when it comes to … everything. Vowing to change, Ray and Dylan take on government bureaucracy; Kenneth helps JJ prepare for college; and Maya tries to reconnect with Jimmy.",7.0,3.0,2018-12-07,nan,0
4154,Show Me a Hero,nan,6.0,3.0,nan,nan,nan,1961-01-01,Adventure,nan,60.0,2097,nan,Leonardo Millan,nan,nan,nan,nan,guestStars,0
1605,nan,Sarah Evans,nan,nan,nan,nan,nan,nan,nan,"actress,miscellaneous",nan,7604,Listener,nan,Richard and Kahlan rescue a young child who can read a person's mind by looking into their eyes.,5.0,1.0,2008-11-22,nan,0
4353,nan,Joseph Granby,nan,nan,1965-01-01,1885-01-01,nan,nan,nan,actor,nan,3329,All Right For Other People,nan,nan,31.0,1.0,1969-05-29,nan,0
2017,nan,Virgil Howarth,nan,nan,nan,nan,nan,nan,nan,"actor,writer,producer",nan,1312,nan,Tory Kittles,nan,nan,nan,nan,actor,0
1983,nan,Jan Francis,nan,nan,nan,1947-01-01,nan,nan,nan,"actress,miscellaneous",nan,5613,nan,Vince Vaughn,nan,nan,nan,nan,actor,0
1532,nan,Benedict Sandiford,nan,nan,nan,nan,nan,nan,nan,actor,nan,7333,nan,Bill Stevenson,nan,nan,nan,nan,guestStars,0
4767,nan,Alan David,nan,nan,nan,nan,nan,nan,nan,"actor,producer",nan,1040,nan,Jorge Zamacona,nan,nan,nan,nan,writers,0
1937,nan,Mike Rowe,nan,nan,nan,1962-01-01,nan,nan,nan,"producer,miscellaneous,actor",nan,788,Clubbing,nan,"Ash invites Freddie, Stuart, Penelope and Mason to go clubbing, which Freddie and Stuart turn into a popularity contest. Meanwhile, Violet arranges to go and visit her latest online suitor... even though he lives in Argentina. ",4.0,1.0,2013-05-20,nan,0
4693,nan,Terence de Marney,nan,nan,1971-01-01,1908-01-01,nan,nan,nan,"actor,writer,soundtrack",nan,2938,nan,Aron Tager,nan,nan,nan,nan,guestStars,0
834,nan,Leslie Gordon Barnard,nan,nan,nan,nan,nan,nan,nan,writer,nan,4200,About Religion with Teemu Laajasalo,nan,"Convesation after Document Kumare, aspect of religion and guru culture",1.0,1.0,2013-08-28,nan,0
2505,nan,Wendy Grossman,nan,nan,nan,nan,nan,nan,nan,nan,nan,5765,nan,Katrina Owens,nan,nan,nan,nan,guestStars,0
772,The Waiting Game,nan,7.0,3.0,nan,nan,nan,1955-01-01,Drama,nan,30.0,6509,nan,Dutch Johnson,nan,nan,nan,nan,guestStars,0
