tableA_id,tableA_https://www.scads.de/movieBenchmark/ontology/title,tableA_https://www.scads.de/movieBenchmark/ontology/name,tableA_http://dbpedia.org/ontology/episodeNumber,tableA_http://dbpedia.org/ontology/seasonNumber,tableA_http://dbpedia.org/ontology/deathYear,tableA_http://dbpedia.org/ontology/birthYear,tableA_https://www.scads.de/movieBenchmark/ontology/endYear,tableA_https://www.scads.de/movieBenchmark/ontology/startYear,tableA_https://www.scads.de/movieBenchmark/ontology/genre_list,tableA_https://www.scads.de/movieBenchmark/ontology/primaryProfessions,tableA_https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,tableB_id,tableB_https://www.scads.de/movieBenchmark/ontology/title,tableB_https://www.scads.de/movieBenchmark/ontology/name,tableB_http://dbpedia.org/ontology/abstract,tableB_http://dbpedia.org/ontology/episodeNumber,tableB_http://dbpedia.org/ontology/seasonNumber,tableB_http://dbpedia.org/ontology/numberOfSeasons,tableB_http://dbpedia.org/ontology/numberOfEpisodes,tableB_http://dbpedia.org/ontology/birthDate,tableB_http://dbpedia.org/ontology/releaseDate,tableB_https://www.scads.de/movieBenchmark/ontology/last_air_date,tableB_https://www.scads.de/movieBenchmark/ontology/release_year,tableB_http://dbpedia.org/ontology/runtime,tableB_https://www.scads.de/movieBenchmark/ontology/genre_list,tableB_https://www.scads.de/movieBenchmark/ontology/origin_country,label
2670,Work Related,nan,22.0,4.0,nan,nan,nan,1996-01-01,"Crime,Drama,Mystery",nan,nan,5106,nan,Maur?cio Gon?alves,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
941,nan,Richard Sulik,nan,nan,nan,1968-01-01,nan,nan,nan,nan,nan,3595,Parade's End,nan,"'In the years before the First World War, three Britons are drawn into fraught and ultimately tragic relations: Anglican Christopher Tietjens, second son of the lord of the manor of Groby, Yorkshire, who is a disconsolate, Tory statistician in London; Catholic Sylvia Satterthwaite, his promiscuous and self-centered socialite wife who has married him only to hide the fact that their son is not really his; and freethinking Valentine Wannop, a young suffragette and daughter of a lady novelist, who is torn between her idealism and her attraction to ''Chrissy''. As the war works a profound change on Europe, and Chrissy is badly wounded in France, the conflict shatters and rearranges the lives of all three principals, as well as virtually everyone else in their elite circle.",nan,nan,nan,nan,nan,2012-08-24,nan,2012-01-01,287, Drama,nan,0
4414,A Strange Adventure,nan,28.0,5.0,nan,nan,nan,1958-01-01,Drama,nan,30.0,1834,nan,Octavia Spencer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2584,nan,Bob Monkhouse,nan,nan,2003-01-01,1928-01-01,nan,nan,nan,"writer,actor,music_department",nan,4576,Little League,nan,nan,4.0,4.0,nan,nan,nan,1956-09-16,nan,1956-01-01,nan,nan,nan,0
1725,nan,Wolfgang de Gelmini,nan,nan,1993-01-01,1926-01-01,nan,nan,nan,"composer,cinematographer,soundtrack",nan,3956,nan,Frances van Boeckel,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1027,Forgive Us Our Trespasses,nan,22.0,7.0,nan,nan,nan,1999-01-01,"Crime,Drama,Mystery",nan,nan,4060,nan,Leonid Kuravlyov,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3165,nan,Debbie Chazen,nan,nan,nan,1971-01-01,nan,nan,nan,actress,nan,2026,Episode 4,nan,nan,4.0,2.0,nan,nan,nan,2014-09-24,nan,2014-01-01,nan,nan,nan,0
620,nan,Phil Bowker,nan,nan,nan,nan,nan,nan,nan,"producer,writer,director",nan,4747,Episode 1,nan,"'Sketches:Indian Office,Check Please - Fat,What does it mean to be a Sikh?,Calcutta Male Vocal Choir,New Image Muffins,Check Please - Rash,What does it mean to be a Hindu?,Smita Smitten,Cinema Ad,Going For An English,Check Please - Models,Guru - Rhapsody,Briefly Encountered,Muslim Gag,Dinner at the Coopers,Check Please - Fish smell,Kiss My Chuddies (song),Guru Doorstepper - Becoming a Hindu.",1.0,1.0,nan,nan,nan,1998-01-12,nan,1998-01-01,nan,nan,nan,0
419,Little League,nan,4.0,4.0,nan,nan,nan,1956-01-01,Drama,nan,30.0,5986,Episode 15,nan,nan,15.0,1.0,nan,nan,nan,2016-12-19,nan,2016-01-01,nan,nan,nan,0
3580,Denise Handicap,nan,5.0,7.0,nan,nan,nan,2009-01-01,Comedy,nan,28.0,2417,nan,John Newland,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
708,nan,Budd Lesser,nan,nan,1982-01-01,nan,nan,nan,nan,"writer,miscellaneous",nan,229,nan,Tiberio Murgia,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2447,nan,Douglas J. Cuomo,nan,nan,nan,1958-01-01,nan,nan,nan,"music_department,composer,soundtrack",nan,4563,nan,DreamWorks Pictures,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,US,0
4753,nan,Maia Filar,nan,nan,nan,nan,nan,nan,nan,"actress,writer,miscellaneous",nan,5315,nan,Jason Salkey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4502,nan,Xander Mobus,nan,nan,nan,1992-01-01,nan,nan,nan,"actor,miscellaneous",nan,2645,nan,Jean-Luc Caron,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4000,nan,Nick Borgani,nan,nan,1987-01-01,1904-01-01,nan,nan,nan,"actor,miscellaneous",nan,5237,nan,Claude Mathieu,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2283,nan,Manuel Tejada,nan,nan,2019-01-01,1940-01-01,nan,nan,nan,actor,nan,4264,nan,Dean Parisot,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1847,Penguin Keeper,nan,24.0,2.0,nan,nan,nan,2006-01-01,Reality-TV,nan,44.0,4030,Episode 13,nan,nan,13.0,2.0,nan,nan,nan,2017-08-14,nan,2017-01-01,nan,nan,nan,0
824,nan,Santi Ricart,nan,nan,nan,nan,nan,nan,nan,actor,nan,3819,Episode 4,nan,nan,4.0,1.0,nan,nan,nan,1972-02-16,nan,1972-01-01,nan,nan,nan,0
802,Rogue Horse,nan,22.0,2.0,nan,nan,nan,1962-01-01,"Adventure,Drama,Family",nan,30.0,1450,Thomas Paine,nan,"'Surely Britain’s greatest unknown international revolutionary,best-selling author and hobbyist bridge builder, Norfolk borncorset-maker’s son Thomas Paine wrote the Rights of Man and helpedinspire the American War of Independence. Thereafter he became theSecretary for Foreign Affairs in a government that hated his countryof birth. He then went to France and escaped the guillotine byaccident, after having failed to sell a bridge he built over a fieldin London.One of Mark Steel’s great unsung radical heroes, this comedy lectureseries shines a light on a little known (in Britain) hero on twocontinents.",4.0,2.0,nan,nan,nan,2004-11-26,nan,2004-01-01,nan,nan,nan,0
4057,nan,Bruno Kirby,nan,nan,2006-01-01,1949-01-01,nan,nan,nan,"actor,soundtrack,director",nan,1664,nan,Takahiro Fujiwara,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
110,nan,Delroy Brown,nan,nan,nan,nan,nan,nan,nan,"actor,producer",nan,3604,nan,Delroy Brown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
3081,Grandpa,nan,24.0,1.0,nan,nan,nan,1961-01-01,"Adventure,Drama,Family",nan,30.0,5871,Grandpa,nan,nan,24.0,1.0,nan,nan,nan,1961-02-26,nan,1961-01-01,nan,nan,nan,1
1552,nan,Lee Hae-Young,nan,nan,nan,nan,nan,nan,nan,actor,nan,5912,nan,TV Aichi,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JP,0
2352,nan,Eloise Hardt,nan,nan,2017-01-01,1917-01-01,nan,nan,nan,actress,nan,1140,nan,Centro de Capacitaci?n Cinematogr?fica (CCC),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3029,nan,Lukas Ammann,nan,nan,2017-01-01,1912-01-01,nan,nan,nan,"actor,director,miscellaneous",nan,246,nan,George Marshall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4928,Chapter 14,nan,1.0,2.0,nan,nan,nan,2014-01-01,Drama,nan,50.0,4557,Kiss Tomorrow Goodbye,nan,"Hays looks back at the aftermath of the 1980 Purcell case in West Finger, Arkansas, including possible evidence left behind at the Devil's Den. As attention focuses on two conspicuous suspects--Brett Woodard, a solitary vet and trash collector, and Ted LaGrange, an ex-con with a penchant for children--the parents of the missing kids, Tom and Lucy Purcell, receive a cryptic note.",2.0,3.0,nan,nan,nan,2019-01-13,nan,2019-01-01,nan,nan,nan,0
3971,Beached,nan,29.0,1.0,nan,nan,nan,1960-01-01,Adventure,nan,60.0,120,Episode 5,nan,nan,5.0,1.0,nan,nan,nan,1983-03-06,nan,1983-01-01,nan,nan,nan,0
928,nan,Benedict Campbell,nan,nan,nan,1957-01-01,nan,nan,nan,actor,nan,1592,The Enchanted Schoolteacher,nan,nan,31.0,1.0,nan,nan,nan,1954-04-25,nan,1954-01-01,nan,nan,nan,0
341,Nightmare in the Sun,nan,35.0,2.0,nan,nan,nan,1961-01-01,Adventure,nan,60.0,1119,nan,Marina Wijn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1951,nan,Martin Dean,nan,nan,nan,1938-01-01,nan,nan,nan,actor,nan,4369,Wednesday,nan,Daniel Feeld's life is still unravelling. Daniel wakes up in hospital where he was taken following his collapse in a Soho karaoke bar.,2.0,1.0,nan,nan,nan,1996-05-05,nan,1996-01-01,nan,nan,nan,0
1223,nan,Whitney Ransick,nan,nan,nan,nan,nan,nan,nan,"director,producer,writer",nan,2504,nan,Whitney Ransick,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
3258,Preu?en ?ber alles... - Bismarcks deutsche Einigung,nan,nan,nan,nan,nan,nan,1971-01-01,History,nan,180.0,2713,nan,Doug Shemer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
380,Somebody Else's Dream,nan,15.0,4.0,nan,nan,nan,1956-01-01,Drama,nan,30.0,4794,T-TR– TRAINING D-A– DAY,nan,"Jimmy takes JJ camping to give him “the talk,” Maya trains a ragtag group of new aides, and sparks fly between Dylan and Ray’s bully.",4.0,2.0,nan,nan,nan,2017-10-18,nan,2017-01-01,nan,nan,nan,0
2232,nan,Daniel Toscan du Plantier,nan,nan,2003-01-01,1941-01-01,nan,nan,nan,"producer,actor,executive",nan,2365,Never Mending Story,nan,"The Kazoops decide to replace their broken couch, but Monty doesn't think being broken makes something useless.",21.0,1.0,nan,nan,nan,2016-09-05,nan,2016-01-01,nan,nan,nan,0
4372,nan,Wally Cassell,nan,nan,2015-01-01,1912-01-01,nan,nan,nan,actor,nan,1233,nan,Kamal Khudaverdiyev,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1632,nan,Andy Gertsner,nan,nan,nan,nan,nan,nan,nan,nan,nan,993,The Epidemic,nan,nan,25.0,1.0,nan,nan,nan,1961-03-05,nan,1961-01-01,nan,nan,nan,0
893,nan,Mark Abramson,nan,nan,nan,nan,nan,nan,nan,nan,nan,4851,nan,Yahoo Japan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3495,See No Evil,nan,2.0,2.0,nan,nan,nan,1994-01-01,"Crime,Drama,Mystery",nan,nan,4462,Vellum Maker,nan,nan,26.0,4.0,nan,nan,nan,2008-11-25,nan,2008-01-01,nan,nan,nan,0
4576,nan,Kenichi Suzumura,nan,nan,nan,1974-01-01,nan,nan,nan,"actor,soundtrack,music_department",nan,2276,nan,Martijn de Vr?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4866,nan,Joyce Gordon,nan,nan,2008-01-01,1934-01-01,nan,nan,nan,"actress,soundtrack",nan,1249,nan,Bj Floyd,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1817,nan,Lindsey Hermer-Bell,nan,nan,nan,nan,nan,nan,nan,"production_designer,art_department,art_director",nan,2018,nan,Yoon Yi-Soo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2458,nan,Michael Landon,nan,nan,1991-01-01,1936-01-01,nan,nan,nan,"actor,producer,writer",nan,3974,For Father Darling,nan,nan,7.0,2.0,nan,nan,nan,1954-10-10,nan,1954-01-01,nan,nan,nan,0
2116,nan,Phyllis Hill,nan,nan,1993-01-01,1920-01-01,nan,nan,nan,actress,nan,2764,nan,Kevin Hooks,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2279,nan,Arthur Hoerl,nan,nan,1968-01-01,1891-01-01,nan,nan,nan,"writer,director,script_department",nan,5674,Thrill Kill - The Janine Balding Murder,nan,"On a September night in 1986, two police officers climbed through a barbed-wire fence beside the F4 freeway at Minchinbury in Sydney’s west.  They were accompanied by two teenage boys who guided them to the edge of a shallow dam where the beams from torches outlined the body of a young woman lying in the mud.  She was later identified as nineteen-year-old Sydney bank clerk, Janine Balding. She had been abducted, raped, beaten and drowned. The shock was compounded when police arrested the gang responsible and found their youngest member was just 14 years old.  The others present were a boy and girl both aged 15, a 16-year-old boy, and their leader, 21-year old Stephen “Shorty” Jamieson, who despite his physical maturity had the mental age of 10.  It appears the gang was seeking to impress each other with their toughness when they set out to rape a woman. They selected Janine at random.",6.0,2.0,nan,nan,nan,2008-07-31,nan,2008-01-01,nan,nan,nan,0
1127,Episode #2.5,nan,5.0,2.0,nan,nan,nan,1999-01-01,Drama,nan,21.0,3317,Survival,nan,nan,15.0,1.0,nan,nan,nan,1958-01-12,nan,1958-01-01,nan,nan,nan,0
4437,nan,James Eastwood,nan,nan,nan,nan,nan,nan,nan,writer,nan,1661,Episode 12,nan,nan,12.0,1.0,nan,nan,nan,2019-05-18,nan,2019-01-01,nan,nan,nan,0
1085,nan,Minoru Takanashi,nan,nan,nan,nan,nan,nan,nan,"producer,miscellaneous",nan,1863,nan,Ricardo Aidar,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
610,Sawtucket Festival,nan,2.0,1.0,nan,nan,nan,1957-01-01,Adventure,nan,30.0,5732,nan,Via Veloso,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1760,nan,Eustace Cockrell,nan,nan,1972-01-01,1909-01-01,nan,nan,nan,writer,nan,4039,nan,Thierry Arbogast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4769,Saigon,nan,3.0,4.0,nan,nan,nan,1956-01-01,Drama,nan,30.0,5416,Beached,nan,nan,29.0,1.0,nan,nan,nan,1960-05-02,nan,1960-01-01,nan,nan,nan,0
3703,nan,John Thomas,nan,nan,nan,nan,nan,nan,nan,"writer,producer,miscellaneous",nan,3463,nan,Lizzy Klein,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4920,Chapter 43,nan,4.0,4.0,nan,nan,nan,2016-01-01,Drama,nan,43.0,4839,Jon Hamm,nan,Zach interviews Jon Hamm of AMC's Mad Men.,3.0,1.0,nan,nan,nan,2008-12-12,nan,2008-01-01,nan,nan,nan,0
1020,nan,Denden,nan,nan,nan,1950-01-01,nan,nan,nan,actor,nan,2879,Chip,nan,nan,3.0,1.0,nan,nan,nan,1960-10-02,nan,1960-01-01,nan,nan,nan,0
1049,nan,Matt Bardock,nan,nan,nan,1970-01-01,nan,nan,nan,actor,nan,2825,nan,Umenosuke Nakamura,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
280,nan,Henry S. Quan,nan,nan,nan,nan,nan,nan,nan,actor,nan,72,Something Always Happens,nan,nan,35.0,1.0,nan,nan,nan,1954-05-23,nan,1954-01-01,nan,nan,nan,0
2229,nan,Bill Cosby,nan,nan,nan,1937-01-01,nan,nan,nan,"actor,writer,music_department",nan,3668,Code 258,nan,nan,31.0,3.0,nan,nan,nan,1956-04-15,nan,1956-01-01,nan,nan,nan,0
1703,nan,William Frawley,nan,nan,1966-01-01,1887-01-01,nan,nan,nan,"actor,soundtrack",nan,4604,nan,Ben Browning,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2843,The Lamp,nan,4.0,2.0,nan,nan,nan,1954-01-01,Drama,nan,30.0,1236,nan,Jamshid Amirov,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4090,nan,L?szl? G?r?g,nan,nan,1997-01-01,1903-01-01,nan,nan,nan,"writer,producer",nan,1260,nan,Lee Hye-young,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2690,nan,Jamieson Boulanger,nan,nan,nan,1981-01-01,nan,nan,nan,"actor,producer",nan,1567,H-A-L– HALLOWEEN,nan,"Jimmy is upset the kids no longer want to participate in the family tradition of dressing up for Halloween. Maya tries to cheer up Jimmy by allowing him to do things he loves by taking things off the family “Dead to Me” list. Meanwhile, Ray recruits Dylan to help work the school’s haunted mansion while Kenneth is scared of losing his job when JJ gets drunk at a party. Even though Maya is furious, she is thrilled to see JJ having a “normal” life.",5.0,1.0,nan,nan,nan,2016-10-26,nan,2016-01-01,nan,nan,nan,0
2004,nan,Christiane Kr?ger,nan,nan,nan,1945-01-01,nan,nan,nan,"actress,writer",nan,3870,Episode 1,nan,The daughter of an Indian Army officer comes to school in London.,1.0,1.0,nan,nan,nan,1973-02-18,nan,1973-01-01,nan,nan,nan,0
993,nan,Kevin Thomsen,nan,nan,nan,nan,nan,nan,nan,"writer,producer,actor",nan,5801,You Can't Eat Scenery,nan,"'Jill is shocked by the austerity of life in the drought-stricken area, and is sensitive to every sign of distress and decline. From the bruise on Gail Klein's cheek to Kate's attempt to exclude her from Tom Huppatz's father's funeral, Jill senses there is much amiss in this place, and it goes far beyond the lack of rain.Neither Kate nor the local farmers seem willing to admit to their dire position and a government sponsored drought relief workshop comes as an unwelcome reminder of their plight, rather than an offer of hope.Meanwhile, for those who can no longer live on the land, the very real choice to die on it lurks in the shadow of debt. Sketchy information about the premature death of Kate's husband, and its effect on her, is another puzzle for Jill to solve.The sheep disease, which should be reported to the authorities, causes more tension between Jill and Kate. Tom Huppatz's distress at learning he won't inherit the family farm is nothing compared to Fred Klein's tipping over the edge as everything he knows and holds dear is stripped away from him. Kate's handling of these issues - the first infuriating, the second with all the gentle brutality of a mercy killing - leaves Jill awe-struck but wondering if she can ever really fit in.",2.0,1.0,nan,nan,nan,2007-10-14,nan,2007-01-01,nan,nan,nan,0
3715,nan,Alf Kjellin,nan,nan,1988-01-01,1920-01-01,nan,nan,nan,"director,actor,writer",nan,773,nan,Kim Joo-young,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3562,nan,Joe Berlinger,nan,nan,nan,1961-01-01,nan,nan,nan,"producer,director,camera_department",nan,2350,Blood-stained Triangle,nan,"As Lupin attempts to woo Fujiko, she tells him about a jewel peacock at the bottom of a pyramid in Egypt. Meanwhile, Jigen, who is short on cash after being scammed, goes on a search for the peacock as well. Jigen soon finds himself fighting against not only Lupin, but the various traps set up by looters. After both Lupin and Jigen fall into a trap together, Fujiko appears revealing the peacock will appear if one of them dies in the trap. However, they both manage to escape by sacrificing some scorpions. The peacock reveals itself, but Fujiko is forced to give it up in order to escape from the pyramid.",5.0,1.0,nan,nan,nan,2012-05-03,nan,2012-01-01,nan,nan,nan,0
685,nan,Karel Dirka,nan,nan,nan,nan,nan,nan,nan,"producer,manager",nan,4870,nan,Chuck Fryberger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3056,nan,Enzo Forcella,nan,nan,1999-01-01,1921-01-01,nan,nan,nan,writer,nan,5687,nan,Hiroshi Kamiya,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3668,nan,Martin Trettau,nan,nan,2007-01-01,1930-01-01,nan,nan,nan,actor,nan,2280,nan,Leslie Libman,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2016,Landscape with a Woman,nan,nan,nan,nan,nan,nan,1989-01-01,Drama,nan,75.0,1262,nan,Vladimir Bychkov,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4482,nan,Richard E. Grant,nan,nan,nan,1957-01-01,nan,nan,nan,"actor,soundtrack,director",nan,5392,"Kellerman, P.I. (2)",nan,"Debbie Straub signs the plea agreement, pointing to Craig as the killer of the baby. Falsone wants more time to work on the case. Danvers reminds Kellerman there was a time when the truth mattered more than his paycheck. Gharty goes off when Sheppard and MGee ask to many questions about Kellerman's leaving of the homicide unit. Kellerman appears to begin doing the right thing, but doesn't pass anything on to anyone who might be able to do anything with it. Craig believes that Debbie isn't going to let him down and he has no plans to testify on his own behalf. Ballard searches for a dinner date when Falsone leaves a message he won't be joining her. When she sees him in the Waterfront later, she lets him know how she feels about his method of communication. The case goes to trial, Debbie testifies that Craig killed the baby; with no evidence to the contrary, the jury finds Craig guilty. Falsone talks with Craig about what really happened; however, it is all to no avail as the following m",9.0,7.0,nan,nan,nan,1998-12-11,nan,1998-01-01,nan,nan,nan,0
3755,nan,Joanne Linville,nan,nan,nan,1928-01-01,nan,nan,nan,actress,nan,1527,nan,Sean Dever,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
74,nan,Kevin Carlyon,nan,nan,nan,nan,nan,nan,nan,nan,nan,5748,nan,Fran?ois Guillaume,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2132,Car Periscope,nan,8.0,8.0,nan,nan,nan,2011-01-01,Comedy,nan,30.0,943,Episode 4,nan,nan,4.0,1.0,nan,nan,nan,1980-05-13,nan,1980-01-01,nan,nan,nan,0
94,nan,Jacqueline deWit,nan,nan,1998-01-01,1912-01-01,nan,nan,nan,actress,nan,779,nan,Scott Baugh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3352,The Great Divide,nan,10.0,4.0,nan,nan,nan,1956-01-01,Drama,nan,30.0,1911,nan,Kanji Kodate,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4227,nan,Judy Morris,nan,nan,nan,nan,nan,nan,nan,actress,nan,3084,Episode 5,nan,nan,5.0,3.0,nan,nan,nan,1965-08-31,nan,1965-01-01,nan,nan,nan,0
4606,nan,Suzanne Alexander,nan,nan,1975-01-01,1931-01-01,nan,nan,nan,actress,nan,3686,nan,Angelina Sarova,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4525,nan,Wayne Ewing,nan,nan,nan,nan,nan,nan,nan,"cinematographer,director,editor",nan,1300,nan,Ryan Grooms,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
505,nan,Jordan Hughes,nan,nan,nan,nan,nan,nan,nan,actor,nan,5466,Animal Behavior,nan,Hank and his cat Cameo help teach us about animal behavior and how we can discover why animals do the things they do.,25.0,1.0,nan,nan,nan,2012-07-16,nan,2012-01-01,nan,nan,nan,0
2777,nan,Y?ji Yamada,nan,nan,nan,1931-01-01,nan,nan,nan,"writer,director,assistant_director",nan,1860,nan,Edward Stevenson,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3585,Shetland Fortress,nan,7.0,1.0,nan,nan,nan,2004-01-01,Documentary,nan,48.0,3093,Taxonomy: Life's Filing System,nan,"Hank tells us the background story and explains the importance of the science of classifying living things, also known as taxonomy.",19.0,1.0,nan,nan,nan,2012-06-04,nan,2012-01-01,nan,nan,nan,0
2131,Hostile Makeover,nan,1.0,6.0,nan,nan,nan,2016-01-01,"Action,Adventure,Animation",nan,23.0,1063,Episode 7,nan,nan,7.0,1.0,nan,nan,nan,2015-07-27,nan,2015-01-01,nan,nan,nan,0
741,nan,Rolf Bayer,nan,nan,nan,1926-01-01,nan,nan,nan,"writer,director,actor",nan,2261,nan,Sandip Senan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3401,nan,Robert McKimson,nan,nan,1977-01-01,1910-01-01,nan,nan,nan,"director,animation_department,writer",nan,849,nan,Barry Stigler,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
255,The Velvet Trap,nan,16.0,3.0,nan,nan,nan,1962-01-01,Adventure,nan,48.0,2201,nan,Herbert Fleischmann,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1506,nan,Megan Montaner,nan,nan,nan,1987-01-01,nan,nan,nan,actress,nan,5966,Cricket Farmer,nan,nan,25.0,5.0,nan,nan,nan,2010-01-12,nan,2010-01-01,nan,nan,nan,0
2014,nan,Vanessa Brown,nan,nan,1999-01-01,1928-01-01,nan,nan,nan,actress,nan,2537,Episode 5,nan,nan,5.0,1.0,nan,nan,nan,2015-07-20,nan,2015-01-01,nan,nan,nan,0
2929,nan,Jessie Thomson,nan,nan,nan,nan,nan,nan,nan,"casting_director,miscellaneous,director",nan,5755,nan,Bruno Gagliasso,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1690,Second Spring,nan,20.0,7.0,nan,nan,nan,1960-01-01,Drama,nan,30.0,4786,nan,Paul Clancy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3651,nan,Oleg Karavaychuk,nan,nan,2016-01-01,1927-01-01,nan,nan,nan,"composer,music_department,actor",nan,4772,The Archer's Ring,nan,"'A beautiful young chinese woman, Monique Le Febure asks Adam Troy to charter his schooner ''''Tiki'''' to look for his grand-father. She tells the story of a group of old chinese men who for their retirement returned to their island with their personal belongings. They were in a seaplane, which apparently disappeared and sunk.",14.0,1.0,nan,nan,nan,1960-01-11,nan,1960-01-01,nan,nan,nan,0
2837,nan,David Mills,nan,nan,2010-01-01,1961-01-01,nan,nan,nan,"producer,writer,miscellaneous",nan,2292,Affirmative Action,nan,"Larry gets himself in trouble, when he makes a racist-like comment to Richard's friend. Also, Larry inadvertently loses Cheryl's prescription note.",9.0,1.0,nan,nan,nan,2000-12-10,nan,2000-01-01,nan,nan,nan,0
1065,nan,Buddy Ebsen,nan,nan,2003-01-01,1908-01-01,nan,nan,nan,"actor,soundtrack,producer",nan,833,There Is An Island,nan,The Tiki is chartered to search for poet Francois Villon's legendary island hideaway. But one passenger seems to have more than a historical interest in the place.,22.0,1.0,nan,nan,nan,1960-03-14,nan,1960-01-01,nan,nan,nan,0
4243,nan,Joseph Cotten,nan,nan,1994-01-01,1905-01-01,nan,nan,nan,"actor,soundtrack,writer",nan,1976,nan,Adrian O'Neil,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
119,nan,Jason Horwitch,nan,nan,nan,nan,nan,nan,nan,"producer,writer",nan,4954,nan,Lam Gwok-Hung,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4094,nan,Jeff Corey,nan,nan,2002-01-01,1914-01-01,nan,nan,nan,"actor,director,soundtrack",nan,3703,The Bracelet,nan,nan,12.0,3.0,nan,nan,nan,1955-11-13,nan,1955-01-01,nan,nan,nan,0
4677,nan,Horst Hardt,nan,nan,nan,1935-01-01,nan,nan,nan,"cinematographer,writer",nan,3095,nan,Olivia Hiers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2105,nan,Fuschia!,nan,nan,nan,1965-01-01,nan,nan,nan,actress,nan,2258,nan,Giancarlo Esposito,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
17,Motherhunt: Part 2,nan,7.0,2.0,nan,nan,nan,2002-01-01,"Action,Drama,Mystery",nan,nan,4076,nan,Jean-Pierre Zola,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
